2022-02-09 14:23:08,463 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:23:08,463 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:23:08,463 ============================================================
2022-02-09 14:23:08,463 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:23:08,463 ============================================================
2022-02-09 14:23:08,463 Loading data...
2022-02-09 14:23:08,464 Already preprocessed this configuration. Loading now...
2022-02-09 14:23:09,653 Already preprocessed this configuration. Loading now...
2022-02-09 14:29:08,755 Training Images: (240, 240, 54560)
2022-02-09 14:29:08,755 Training Labels: (240, 240, 54560)
2022-02-09 14:29:08,755 Validation Images: (240, 240, 12400)
2022-02-09 14:29:08,755 Validation Labels: (240, 240, 12400)
2022-02-09 14:29:08,755 ============================================================
2022-02-09 14:29:08,807 17 iterations per epoch. 50000 max iterations 
  0%|                                          | 0/15 [00:00<?, ?it/s]EPOCH: 0
2022-02-09 14:29:10,285 iteration 1 : loss : 1.119763, loss_ce: 1.362313
2022-02-09 14:29:11,523 iteration 2 : loss : 1.067002, loss_ce: 1.267709
2022-02-09 14:29:12,952 iteration 3 : loss : 1.025497, loss_ce: 1.200635
2022-02-09 14:29:14,255 iteration 4 : loss : 0.966807, loss_ce: 1.086135
2022-02-09 14:29:15,640 iteration 5 : loss : 0.903160, loss_ce: 0.973539
2022-02-09 14:29:16,969 iteration 6 : loss : 0.877241, loss_ce: 0.926620
2022-02-09 14:29:18,273 iteration 7 : loss : 0.806839, loss_ce: 0.807223
2022-02-09 14:29:19,668 iteration 8 : loss : 0.775393, loss_ce: 0.771129
2022-02-09 14:29:20,966 iteration 9 : loss : 0.726218, loss_ce: 0.673510
2022-02-09 14:29:22,280 iteration 10 : loss : 0.688961, loss_ce: 0.590225
2022-02-09 14:29:23,595 iteration 11 : loss : 0.674761, loss_ce: 0.583667
2022-02-09 14:29:24,950 iteration 12 : loss : 0.630948, loss_ce: 0.495212
2022-02-09 14:29:26,338 iteration 13 : loss : 0.597507, loss_ce: 0.423964
2022-02-09 14:29:27,677 iteration 14 : loss : 0.581417, loss_ce: 0.394477
2022-02-09 14:29:29,084 iteration 15 : loss : 0.558807, loss_ce: 0.352106
2022-02-09 14:29:30,362 iteration 16 : loss : 0.627924, loss_ce: 0.486304
2022-02-09 14:29:31,731 iteration 17 : loss : 0.576758, loss_ce: 0.398079
2022-02-09 14:29:33,143 iteration 18 : loss : 0.512072, loss_ce: 0.291993
2022-02-09 14:29:34,439 iteration 19 : loss : 0.475413, loss_ce: 0.252465
2022-02-09 14:29:35,707 iteration 20 : loss : 0.500678, loss_ce: 0.274567
2022-02-09 14:29:37,080 iteration 21 : loss : 0.503279, loss_ce: 0.269823
2022-02-09 14:29:38,301 iteration 22 : loss : 0.464738, loss_ce: 0.222056
2022-02-09 14:29:39,592 iteration 23 : loss : 0.581205, loss_ce: 0.393505
2022-02-09 14:29:40,970 iteration 24 : loss : 0.453563, loss_ce: 0.196195
2022-02-09 14:29:42,359 iteration 25 : loss : 0.424658, loss_ce: 0.160213
2022-02-09 14:29:43,717 iteration 26 : loss : 0.443312, loss_ce: 0.163494
2022-02-09 14:29:45,087 iteration 27 : loss : 0.436649, loss_ce: 0.123897
2022-02-09 14:29:46,393 iteration 28 : loss : 0.421725, loss_ce: 0.122835
2022-02-09 14:29:47,738 iteration 29 : loss : 0.430814, loss_ce: 0.115834
2022-02-09 14:29:49,212 iteration 30 : loss : 0.399196, loss_ce: 0.128310
2022-02-09 14:29:50,567 iteration 31 : loss : 0.425094, loss_ce: 0.101393
2022-02-09 14:29:51,931 iteration 32 : loss : 0.429693, loss_ce: 0.128441
2022-02-09 14:29:53,324 iteration 33 : loss : 0.414945, loss_ce: 0.078618
2022-02-09 14:29:54,652 iteration 34 : loss : 0.433305, loss_ce: 0.118349
2022-02-09 14:29:56,052 iteration 35 : loss : 0.544083, loss_ce: 0.324728
2022-02-09 14:29:57,336 iteration 36 : loss : 0.417766, loss_ce: 0.084376
2022-02-09 14:29:58,777 iteration 37 : loss : 0.380459, loss_ce: 0.080987
2022-02-09 14:30:00,246 iteration 38 : loss : 0.397320, loss_ce: 0.059534
2022-02-09 14:30:01,621 iteration 39 : loss : 0.399286, loss_ce: 0.048713
2022-02-09 14:30:02,931 iteration 40 : loss : 0.396931, loss_ce: 0.055233
2022-02-09 14:30:04,406 iteration 41 : loss : 0.406802, loss_ce: 0.062724
2022-02-09 14:30:05,743 iteration 42 : loss : 0.396599, loss_ce: 0.042871
2022-02-09 14:30:07,068 iteration 43 : loss : 0.396847, loss_ce: 0.043387
2022-02-09 14:30:08,458 iteration 44 : loss : 0.380829, loss_ce: 0.044940
2022-02-09 14:30:09,829 iteration 45 : loss : 0.389459, loss_ce: 0.049128
2022-02-09 14:30:11,216 iteration 46 : loss : 0.405413, loss_ce: 0.064043
2022-02-09 14:30:12,585 iteration 47 : loss : 0.373286, loss_ce: 0.054915
2022-02-09 14:30:14,019 iteration 48 : loss : 0.386082, loss_ce: 0.063371
2022-02-09 14:30:15,414 iteration 49 : loss : 0.398693, loss_ce: 0.046925
2022-02-09 14:30:16,790 iteration 50 : loss : 0.370238, loss_ce: 0.083471
2022-02-09 14:30:18,294 iteration 51 : loss : 0.374408, loss_ce: 0.049230
2022-02-09 14:30:19,753 iteration 52 : loss : 0.384380, loss_ce: 0.048642
2022-02-09 14:30:21,179 iteration 53 : loss : 0.377171, loss_ce: 0.054703
2022-02-09 14:30:22,538 iteration 54 : loss : 0.381164, loss_ce: 0.039681
2022-02-09 14:30:23,965 iteration 55 : loss : 0.360869, loss_ce: 0.072938
2022-02-09 14:30:25,380 iteration 56 : loss : 0.360070, loss_ce: 0.061904
2022-02-09 14:30:26,743 iteration 57 : loss : 0.348000, loss_ce: 0.045098
2022-02-09 14:30:28,081 iteration 58 : loss : 0.346444, loss_ce: 0.050321
2022-02-09 14:30:29,487 iteration 59 : loss : 0.367714, loss_ce: 0.057297
2022-02-09 14:30:30,892 iteration 60 : loss : 0.373356, loss_ce: 0.032579
2022-02-09 14:30:32,230 iteration 61 : loss : 0.381217, loss_ce: 0.066311
2022-02-09 14:30:33,640 iteration 62 : loss : 0.397412, loss_ce: 0.044278
2022-02-09 14:30:35,038 iteration 63 : loss : 0.328140, loss_ce: 0.043407
2022-02-09 14:30:36,389 iteration 64 : loss : 0.393635, loss_ce: 0.036595
2022-02-09 14:30:37,871 iteration 65 : loss : 0.377488, loss_ce: 0.041661
2022-02-09 14:30:39,254 iteration 66 : loss : 0.355513, loss_ce: 0.046802
2022-02-09 14:30:40,725 iteration 67 : loss : 0.388996, loss_ce: 0.073332
2022-02-09 14:30:42,137 iteration 68 : loss : 0.392036, loss_ce: 0.033405
2022-02-09 14:30:43,484 iteration 69 : loss : 0.396381, loss_ce: 0.044460
2022-02-09 14:30:44,886 iteration 70 : loss : 0.365579, loss_ce: 0.033240
2022-02-09 14:30:46,364 iteration 71 : loss : 0.374001, loss_ce: 0.053329
2022-02-09 14:30:47,775 iteration 72 : loss : 0.356978, loss_ce: 0.036359
2022-02-09 14:30:49,180 iteration 73 : loss : 0.359217, loss_ce: 0.037145
2022-02-09 14:30:50,561 iteration 74 : loss : 0.341796, loss_ce: 0.037409
2022-02-09 14:30:52,000 iteration 75 : loss : 0.369445, loss_ce: 0.032566
2022-02-09 14:30:53,409 iteration 76 : loss : 0.349296, loss_ce: 0.037159
2022-02-09 14:30:54,779 iteration 77 : loss : 0.383382, loss_ce: 0.016685
2022-02-09 14:30:56,276 iteration 78 : loss : 0.375481, loss_ce: 0.024672
2022-02-09 14:30:57,682 iteration 79 : loss : 0.367660, loss_ce: 0.032905
2022-02-09 14:30:59,003 iteration 80 : loss : 0.385923, loss_ce: 0.021609
2022-02-09 14:31:00,351 iteration 81 : loss : 0.340407, loss_ce: 0.031842
2022-02-09 14:31:01,710 iteration 82 : loss : 0.384642, loss_ce: 0.019087
2022-02-09 14:31:03,107 iteration 83 : loss : 0.350753, loss_ce: 0.027444
2022-02-09 14:31:04,441 iteration 84 : loss : 0.339936, loss_ce: 0.048143
2022-02-09 14:31:05,841 iteration 85 : loss : 0.371742, loss_ce: 0.029553
2022-02-09 14:31:07,213 iteration 86 : loss : 0.379891, loss_ce: 0.059540
2022-02-09 14:31:08,679 iteration 87 : loss : 0.374918, loss_ce: 0.060335
2022-02-09 14:31:10,126 iteration 88 : loss : 0.363516, loss_ce: 0.081457
2022-02-09 14:31:11,599 iteration 89 : loss : 0.345312, loss_ce: 0.027859
2022-02-09 14:31:13,123 iteration 90 : loss : 0.358330, loss_ce: 0.035638
2022-02-09 14:31:14,542 iteration 91 : loss : 0.362378, loss_ce: 0.048124
2022-02-09 14:31:15,933 iteration 92 : loss : 0.341126, loss_ce: 0.032638
2022-02-09 14:31:17,302 iteration 93 : loss : 0.387288, loss_ce: 0.024165
2022-02-09 14:31:18,685 iteration 94 : loss : 0.339775, loss_ce: 0.032709
2022-02-09 14:31:20,092 iteration 95 : loss : 0.388553, loss_ce: 0.026537
2022-02-09 14:31:21,437 iteration 96 : loss : 0.374027, loss_ce: 0.048148
2022-02-09 14:31:22,841 iteration 97 : loss : 0.336432, loss_ce: 0.039851
2022-02-09 14:31:24,307 iteration 98 : loss : 0.351673, loss_ce: 0.037208
2022-02-09 14:31:25,728 iteration 99 : loss : 0.333125, loss_ce: 0.019889
2022-02-09 14:31:27,092 iteration 100 : loss : 0.376128, loss_ce: 0.024855
2022-02-09 14:31:28,473 iteration 101 : loss : 0.389289, loss_ce: 0.028045
2022-02-09 14:31:29,862 iteration 102 : loss : 0.374476, loss_ce: 0.058780
2022-02-09 14:31:31,332 iteration 103 : loss : 0.392123, loss_ce: 0.033638
2022-02-09 14:31:32,769 iteration 104 : loss : 0.339255, loss_ce: 0.031619
2022-02-09 14:31:34,196 iteration 105 : loss : 0.362875, loss_ce: 0.052383
2022-02-09 14:31:35,625 iteration 106 : loss : 0.379911, loss_ce: 0.030428
2022-02-09 14:31:37,051 iteration 107 : loss : 0.337366, loss_ce: 0.026181
