2022-02-09 14:40:15,764 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:40:15,765 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:40:15,765 ============================================================
2022-02-09 14:40:15,765 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:40:15,765 ============================================================
2022-02-09 14:40:15,765 Loading data...
2022-02-09 14:40:15,768 Already preprocessed this configuration. Loading now...
2022-02-09 14:40:15,804 Already preprocessed this configuration. Loading now...
2022-02-09 14:50:19,708 Training Images: (240, 240, 54560)
2022-02-09 14:50:19,924 Training Labels: (240, 240, 54560)
2022-02-09 14:50:19,924 Validation Images: (240, 240, 12400)
2022-02-09 14:50:19,924 Validation Labels: (240, 240, 12400)
2022-02-09 14:50:19,924 ============================================================
2022-02-09 14:50:20,002 17 iterations per epoch. 50000 max iterations 
  0%|                                          | 0/15 [00:00<?, ?it/s]EPOCH: 0
2022-02-09 14:50:27,218 iteration 1 : loss : 1.029219, loss_ce: 1.198970
2022-02-09 14:50:28,577 iteration 2 : loss : 0.955193, loss_ce: 1.066728
2022-02-09 14:50:29,830 iteration 3 : loss : 0.883752, loss_ce: 0.939886
2022-02-09 14:50:31,134 iteration 4 : loss : 0.849219, loss_ce: 0.887034
2022-02-09 14:50:32,505 iteration 5 : loss : 0.798285, loss_ce: 0.792137
2022-02-09 14:50:33,877 iteration 6 : loss : 0.747166, loss_ce: 0.700086
2022-02-09 14:50:35,239 iteration 7 : loss : 0.714372, loss_ce: 0.645219
2022-02-09 14:50:36,490 iteration 8 : loss : 0.680985, loss_ce: 0.576875
2022-02-09 14:50:37,797 iteration 9 : loss : 0.647599, loss_ce: 0.515330
2022-02-09 14:50:39,045 iteration 10 : loss : 0.623223, loss_ce: 0.471034
2022-02-09 14:50:40,397 iteration 11 : loss : 0.598976, loss_ce: 0.437962
2022-02-09 14:50:41,666 iteration 12 : loss : 0.568275, loss_ce: 0.370487
2022-02-09 14:50:43,011 iteration 13 : loss : 0.532754, loss_ce: 0.339671
2022-02-09 14:50:44,383 iteration 14 : loss : 0.508976, loss_ce: 0.294561
2022-02-09 14:50:45,604 iteration 15 : loss : 0.500104, loss_ce: 0.270788
2022-02-09 14:50:46,888 iteration 16 : loss : 0.512470, loss_ce: 0.293264
2022-02-09 14:50:48,259 iteration 17 : loss : 0.485825, loss_ce: 0.226899
2022-02-09 14:50:49,641 iteration 18 : loss : 0.459201, loss_ce: 0.213024
2022-02-09 14:50:50,993 iteration 19 : loss : 0.473960, loss_ce: 0.212863
2022-02-09 14:50:52,328 iteration 20 : loss : 0.464527, loss_ce: 0.192121
2022-02-09 14:50:53,739 iteration 21 : loss : 0.446731, loss_ce: 0.157881
2022-02-09 14:50:55,094 iteration 22 : loss : 0.445968, loss_ce: 0.139056
2022-02-09 14:50:56,413 iteration 23 : loss : 0.434894, loss_ce: 0.119407
2022-02-09 14:50:57,839 iteration 24 : loss : 0.427743, loss_ce: 0.104963
2022-02-09 14:50:59,273 iteration 25 : loss : 0.415151, loss_ce: 0.104462
2022-02-09 14:51:00,611 iteration 26 : loss : 0.420876, loss_ce: 0.108337
2022-02-09 14:51:02,076 iteration 27 : loss : 0.414596, loss_ce: 0.079474
2022-02-09 14:51:03,494 iteration 28 : loss : 0.399212, loss_ce: 0.101724
2022-02-09 14:51:04,826 iteration 29 : loss : 0.374672, loss_ce: 0.089710
2022-02-09 14:51:06,183 iteration 30 : loss : 0.418389, loss_ce: 0.085306
2022-02-09 14:51:07,548 iteration 31 : loss : 0.371639, loss_ce: 0.085233
2022-02-09 14:51:08,945 iteration 32 : loss : 0.353558, loss_ce: 0.082432
2022-02-09 14:51:10,317 iteration 33 : loss : 0.408160, loss_ce: 0.065206
2022-02-09 14:51:11,642 iteration 34 : loss : 0.417096, loss_ce: 0.084653
2022-02-09 14:51:12,941 iteration 35 : loss : 0.359023, loss_ce: 0.068579
2022-02-09 14:51:14,327 iteration 36 : loss : 0.426370, loss_ce: 0.100469
2022-02-09 14:51:15,664 iteration 37 : loss : 0.384762, loss_ce: 0.058986
2022-02-09 14:51:16,945 iteration 38 : loss : 0.362839, loss_ce: 0.068959
2022-02-09 14:51:18,247 iteration 39 : loss : 0.380576, loss_ce: 0.079238
2022-02-09 14:51:19,567 iteration 40 : loss : 0.399699, loss_ce: 0.048633
2022-02-09 14:51:20,872 iteration 41 : loss : 0.354169, loss_ce: 0.050878
2022-02-09 14:51:22,175 iteration 42 : loss : 0.354860, loss_ce: 0.048627
2022-02-09 14:51:23,457 iteration 43 : loss : 0.364261, loss_ce: 0.040990
2022-02-09 14:51:24,772 iteration 44 : loss : 0.351464, loss_ce: 0.061647
2022-02-09 14:51:26,087 iteration 45 : loss : 0.376912, loss_ce: 0.067333
2022-02-09 14:51:27,499 iteration 46 : loss : 0.391062, loss_ce: 0.040200
2022-02-09 14:51:28,904 iteration 47 : loss : 0.426417, loss_ce: 0.101179
2022-02-09 14:51:30,352 iteration 48 : loss : 0.371765, loss_ce: 0.031673
2022-02-09 14:51:31,703 iteration 49 : loss : 0.372035, loss_ce: 0.061010
2022-02-09 14:51:33,134 iteration 50 : loss : 0.377936, loss_ce: 0.031690
2022-02-09 14:51:34,559 iteration 51 : loss : 0.373721, loss_ce: 0.044145
2022-02-09 14:51:35,938 iteration 52 : loss : 0.337267, loss_ce: 0.040111
2022-02-09 14:51:37,365 iteration 53 : loss : 0.386421, loss_ce: 0.022740
2022-02-09 14:51:38,773 iteration 54 : loss : 0.338039, loss_ce: 0.051047
2022-02-09 14:51:40,107 iteration 55 : loss : 0.383302, loss_ce: 0.063352
2022-02-09 14:51:41,541 iteration 56 : loss : 0.395989, loss_ce: 0.044113
2022-02-09 14:51:42,918 iteration 57 : loss : 0.354824, loss_ce: 0.045053
2022-02-09 14:51:44,414 iteration 58 : loss : 0.396274, loss_ce: 0.041468
2022-02-09 14:51:45,826 iteration 59 : loss : 0.396089, loss_ce: 0.067729
2022-02-09 14:51:47,330 iteration 60 : loss : 0.349523, loss_ce: 0.029823
2022-02-09 14:51:48,743 iteration 61 : loss : 0.339048, loss_ce: 0.043688
2022-02-09 14:51:50,215 iteration 62 : loss : 0.376541, loss_ce: 0.061512
2022-02-09 14:51:51,663 iteration 63 : loss : 0.330853, loss_ce: 0.032161
2022-02-09 14:51:53,119 iteration 64 : loss : 0.356173, loss_ce: 0.046112
2022-02-09 14:51:54,517 iteration 65 : loss : 0.338830, loss_ce: 0.042986
2022-02-09 14:51:56,039 iteration 66 : loss : 0.356534, loss_ce: 0.027391
2022-02-09 14:51:57,506 iteration 67 : loss : 0.338007, loss_ce: 0.032939
2022-02-09 14:51:58,968 iteration 68 : loss : 0.361926, loss_ce: 0.029788
2022-02-09 14:52:00,455 iteration 69 : loss : 0.361432, loss_ce: 0.035301
2022-02-09 14:52:01,845 iteration 70 : loss : 0.354900, loss_ce: 0.026760
2022-02-09 14:52:03,262 iteration 71 : loss : 0.340446, loss_ce: 0.053665
2022-02-09 14:52:04,670 iteration 72 : loss : 0.378934, loss_ce: 0.025731
2022-02-09 14:52:06,181 iteration 73 : loss : 0.387566, loss_ce: 0.024720
2022-02-09 14:52:07,642 iteration 74 : loss : 0.377415, loss_ce: 0.031785
2022-02-09 14:52:09,045 iteration 75 : loss : 0.337436, loss_ce: 0.038381
2022-02-09 14:52:10,477 iteration 76 : loss : 0.364484, loss_ce: 0.037545
2022-02-09 14:52:11,855 iteration 77 : loss : 0.358496, loss_ce: 0.051277
2022-02-09 14:52:13,239 iteration 78 : loss : 0.332032, loss_ce: 0.032738
2022-02-09 14:52:14,746 iteration 79 : loss : 0.335979, loss_ce: 0.021558
2022-02-09 14:52:16,134 iteration 80 : loss : 0.373852, loss_ce: 0.020361
2022-02-09 14:52:17,613 iteration 81 : loss : 0.370276, loss_ce: 0.023127
2022-02-09 14:52:19,061 iteration 82 : loss : 0.362540, loss_ce: 0.017886
2022-02-09 14:52:20,465 iteration 83 : loss : 0.324086, loss_ce: 0.044027
2022-02-09 14:52:21,907 iteration 84 : loss : 0.352286, loss_ce: 0.058528
2022-02-09 14:52:23,329 iteration 85 : loss : 0.358857, loss_ce: 0.026643
2022-02-09 14:52:24,717 iteration 86 : loss : 0.373531, loss_ce: 0.039274
2022-02-09 14:52:26,175 iteration 87 : loss : 0.351930, loss_ce: 0.020320
2022-02-09 14:52:27,588 iteration 88 : loss : 0.355741, loss_ce: 0.042457
2022-02-09 14:52:29,032 iteration 89 : loss : 0.383381, loss_ce: 0.024252
2022-02-09 14:52:30,466 iteration 90 : loss : 0.369548, loss_ce: 0.019330
2022-02-09 14:52:31,956 iteration 91 : loss : 0.327084, loss_ce: 0.030466
2022-02-09 14:52:33,383 iteration 92 : loss : 0.339082, loss_ce: 0.037290
2022-02-09 14:52:34,818 iteration 93 : loss : 0.360316, loss_ce: 0.022326
2022-02-09 14:52:36,302 iteration 94 : loss : 0.383189, loss_ce: 0.017050
2022-02-09 14:52:37,745 iteration 95 : loss : 0.326256, loss_ce: 0.031911
2022-02-09 14:52:39,188 iteration 96 : loss : 0.377597, loss_ce: 0.028848
2022-02-09 14:52:40,577 iteration 97 : loss : 0.352164, loss_ce: 0.045067
2022-02-09 14:52:42,048 iteration 98 : loss : 0.362666, loss_ce: 0.024567
2022-02-09 14:52:43,447 iteration 99 : loss : 0.333945, loss_ce: 0.042857
2022-02-09 14:52:44,918 iteration 100 : loss : 0.386442, loss_ce: 0.022518
2022-02-09 14:52:46,319 iteration 101 : loss : 0.368286, loss_ce: 0.033413
2022-02-09 14:52:47,724 iteration 102 : loss : 0.346501, loss_ce: 0.027514
2022-02-09 14:52:49,233 iteration 103 : loss : 0.339467, loss_ce: 0.020068
2022-02-09 14:52:50,635 iteration 104 : loss : 0.346868, loss_ce: 0.017939
2022-02-09 14:52:52,097 iteration 105 : loss : 0.348119, loss_ce: 0.019124
2022-02-09 14:52:53,565 iteration 106 : loss : 0.356676, loss_ce: 0.019554
2022-02-09 14:52:54,969 iteration 107 : loss : 0.323413, loss_ce: 0.022168
2022-02-09 14:52:56,395 iteration 108 : loss : 0.323790, loss_ce: 0.023117
2022-02-09 14:52:57,781 iteration 109 : loss : 0.340189, loss_ce: 0.029994
2022-02-09 14:52:59,264 iteration 110 : loss : 0.339854, loss_ce: 0.030890
2022-02-09 14:53:00,696 iteration 111 : loss : 0.372258, loss_ce: 0.027386
2022-02-09 14:53:02,122 iteration 112 : loss : 0.357256, loss_ce: 0.035069
2022-02-09 14:53:03,506 iteration 113 : loss : 0.373359, loss_ce: 0.015956
2022-02-09 14:53:04,994 iteration 114 : loss : 0.350282, loss_ce: 0.020567
2022-02-09 14:53:06,423 iteration 115 : loss : 0.359166, loss_ce: 0.043433
2022-02-09 14:53:07,816 iteration 116 : loss : 0.383067, loss_ce: 0.015768
2022-02-09 14:53:09,219 iteration 117 : loss : 0.328252, loss_ce: 0.020568
2022-02-09 14:53:10,742 iteration 118 : loss : 0.372640, loss_ce: 0.021479
2022-02-09 14:53:12,165 iteration 119 : loss : 0.385569, loss_ce: 0.020580
2022-02-09 14:53:13,665 iteration 120 : loss : 0.331556, loss_ce: 0.017545
2022-02-09 14:53:15,076 iteration 121 : loss : 0.344588, loss_ce: 0.017204
2022-02-09 14:53:16,507 iteration 122 : loss : 0.382642, loss_ce: 0.014987
2022-02-09 14:53:17,866 iteration 123 : loss : 0.337033, loss_ce: 0.030332
2022-02-09 14:53:19,301 iteration 124 : loss : 0.336169, loss_ce: 0.034825
2022-02-09 14:53:20,763 iteration 125 : loss : 0.322947, loss_ce: 0.021115
2022-02-09 14:53:22,187 iteration 126 : loss : 0.381275, loss_ce: 0.036169
2022-02-09 14:53:23,685 iteration 127 : loss : 0.383837, loss_ce: 0.020355
2022-02-09 14:53:25,137 iteration 128 : loss : 0.340701, loss_ce: 0.029849
2022-02-09 14:53:26,513 iteration 129 : loss : 0.364152, loss_ce: 0.021644
2022-02-09 14:53:28,046 iteration 130 : loss : 0.355834, loss_ce: 0.031333
2022-02-09 14:53:29,452 iteration 131 : loss : 0.342785, loss_ce: 0.030930
2022-02-09 14:53:30,946 iteration 132 : loss : 0.331274, loss_ce: 0.015265
