2022-02-10 18:56:47,242 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-10 18:56:47,243 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-10 18:56:47,243 ============================================================
2022-02-10 18:56:47,243 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-10 18:56:47,243 ============================================================
2022-02-10 18:56:47,243 Loading data...
2022-02-10 18:56:47,246 Already preprocessed this configuration. Loading now...
2022-02-10 18:56:47,417 Already preprocessed this configuration. Loading now...
2022-02-10 19:02:41,665 Training Images: (240, 240, 54560)
2022-02-10 19:02:41,665 Training Labels: (240, 240, 54560)
2022-02-10 19:02:41,665 Validation Images: (240, 240, 12400)
2022-02-10 19:02:41,666 Validation Labels: (240, 240, 12400)
2022-02-10 19:02:41,666 ============================================================
2022-02-10 19:02:41,729 17 iterations per epoch. 119351 max iterations 
  0%|                                          | 0/35 [00:00<?, ?it/s]EPOCH: 0
2022-02-10 19:02:43,711 iteration 1 : loss : 1.128570, loss_ce: 1.381926
2022-02-10 19:02:44,967 iteration 2 : loss : 1.091842, loss_ce: 1.310980
2022-02-10 19:02:46,244 iteration 3 : loss : 1.026758, loss_ce: 1.194134
2022-02-10 19:02:47,597 iteration 4 : loss : 0.957582, loss_ce: 1.073249
2022-02-10 19:02:49,049 iteration 5 : loss : 0.908530, loss_ce: 0.990458
2022-02-10 19:02:50,459 iteration 6 : loss : 0.863467, loss_ce: 0.921142
2022-02-10 19:02:51,769 iteration 7 : loss : 0.824380, loss_ce: 0.841016
2022-02-10 19:02:53,166 iteration 8 : loss : 0.801908, loss_ce: 0.793758
2022-02-10 19:02:54,585 iteration 9 : loss : 0.746547, loss_ce: 0.709769
2022-02-10 19:02:55,906 iteration 10 : loss : 0.713863, loss_ce: 0.640351
2022-02-10 19:02:57,283 iteration 11 : loss : 0.708450, loss_ce: 0.654991
2022-02-10 19:02:58,771 iteration 12 : loss : 0.653174, loss_ce: 0.537041
2022-02-10 19:03:00,219 iteration 13 : loss : 0.641163, loss_ce: 0.522700
2022-02-10 19:03:01,705 iteration 14 : loss : 0.694458, loss_ce: 0.606317
2022-02-10 19:03:03,162 iteration 15 : loss : 0.571657, loss_ce: 0.427263
2022-02-10 19:03:04,559 iteration 16 : loss : 0.571658, loss_ce: 0.385957
2022-02-10 19:03:05,878 iteration 17 : loss : 0.539233, loss_ce: 0.335129
2022-02-10 19:03:07,269 iteration 18 : loss : 0.514327, loss_ce: 0.312382
2022-02-10 19:03:08,682 iteration 19 : loss : 0.519216, loss_ce: 0.306818
2022-02-10 19:03:10,079 iteration 20 : loss : 0.487918, loss_ce: 0.259895
2022-02-10 19:03:11,416 iteration 21 : loss : 0.486634, loss_ce: 0.239893
2022-02-10 19:03:12,730 iteration 22 : loss : 0.484229, loss_ce: 0.212894
2022-02-10 19:03:13,964 iteration 23 : loss : 0.447881, loss_ce: 0.184728
2022-02-10 19:03:15,252 iteration 24 : loss : 0.466492, loss_ce: 0.178032
2022-02-10 19:03:16,652 iteration 25 : loss : 0.516561, loss_ce: 0.271402
2022-02-10 19:03:17,939 iteration 26 : loss : 0.458802, loss_ce: 0.188844
2022-02-10 19:03:19,319 iteration 27 : loss : 0.423237, loss_ce: 0.151318
2022-02-10 19:03:20,708 iteration 28 : loss : 0.426891, loss_ce: 0.143812
2022-02-10 19:03:22,039 iteration 29 : loss : 0.419224, loss_ce: 0.121117
2022-02-10 19:03:23,394 iteration 30 : loss : 0.412227, loss_ce: 0.103319
2022-02-10 19:03:24,770 iteration 31 : loss : 0.409825, loss_ce: 0.103359
2022-02-10 19:03:26,053 iteration 32 : loss : 0.393731, loss_ce: 0.109966
2022-02-10 19:03:27,488 iteration 33 : loss : 0.417286, loss_ce: 0.083387
2022-02-10 19:03:28,812 iteration 34 : loss : 0.399543, loss_ce: 0.093706
2022-02-10 19:03:30,131 iteration 35 : loss : 0.385107, loss_ce: 0.077121
2022-02-10 19:03:31,496 iteration 36 : loss : 0.381237, loss_ce: 0.076972
2022-02-10 19:03:32,889 iteration 37 : loss : 0.401729, loss_ce: 0.064583
2022-02-10 19:03:34,317 iteration 38 : loss : 0.368034, loss_ce: 0.064862
