2022-02-09 16:48:45,412 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-09 16:48:45,412 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-09 16:48:45,412 ============================================================
2022-02-09 16:48:45,412 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-09 16:48:45,412 ============================================================
2022-02-09 16:48:45,412 Loading data...
2022-02-09 16:48:45,414 Already preprocessed this configuration. Loading now...
2022-02-09 16:48:46,266 Already preprocessed this configuration. Loading now...
2022-02-09 16:54:47,016 Training Images: (240, 240, 54560)
2022-02-09 16:54:47,017 Training Labels: (240, 240, 54560)
2022-02-09 16:54:47,017 Validation Images: (240, 240, 12400)
2022-02-09 16:54:47,017 Validation Labels: (240, 240, 12400)
2022-02-09 16:54:47,017 ============================================================
2022-02-09 16:54:47,072 17 iterations per epoch. 50000 max iterations 
  0%|                                          | 0/15 [00:00<?, ?it/s]EPOCH: 0
2022-02-09 16:54:47,946 iteration 1 : loss : 1.168279, loss_ce: 1.455361
2022-02-09 16:54:48,442 iteration 2 : loss : 1.160421, loss_ce: 1.441257
2022-02-09 16:54:48,915 iteration 3 : loss : 1.108940, loss_ce: 1.344024
2022-02-09 16:54:49,428 iteration 4 : loss : 1.094747, loss_ce: 1.322322
2022-02-09 16:54:49,957 iteration 5 : loss : 1.047749, loss_ce: 1.243626
2022-02-09 16:54:50,448 iteration 6 : loss : 1.024596, loss_ce: 1.212817
2022-02-09 16:54:50,922 iteration 7 : loss : 0.988148, loss_ce: 1.135248
2022-02-09 16:54:51,409 iteration 8 : loss : 0.968346, loss_ce: 1.093281
2022-02-09 16:54:51,925 iteration 9 : loss : 0.938242, loss_ce: 1.058002
2022-02-09 16:54:52,404 iteration 10 : loss : 0.920366, loss_ce: 1.013336
2022-02-09 16:54:52,872 iteration 11 : loss : 0.922235, loss_ce: 1.042780
2022-02-09 16:54:53,435 iteration 12 : loss : 0.896227, loss_ce: 0.971179
2022-02-09 16:54:54,020 iteration 13 : loss : 0.881582, loss_ce: 0.952706
2022-02-09 16:54:54,577 iteration 14 : loss : 0.917843, loss_ce: 1.004624
2022-02-09 16:54:55,113 iteration 15 : loss : 0.844692, loss_ce: 0.898300
2022-02-09 16:54:55,593 iteration 16 : loss : 0.854922, loss_ce: 0.893758
2022-02-09 16:54:56,065 iteration 17 : loss : 0.816991, loss_ce: 0.828406
2022-02-09 16:54:56,540 iteration 18 : loss : 0.800024, loss_ce: 0.814504
2022-02-09 16:54:57,028 iteration 19 : loss : 0.871744, loss_ce: 0.938336
2022-02-09 16:54:57,558 iteration 20 : loss : 0.803983, loss_ce: 0.811381
2022-02-09 16:54:58,099 iteration 21 : loss : 0.823403, loss_ce: 0.839753
2022-02-09 16:54:58,630 iteration 22 : loss : 0.796720, loss_ce: 0.784058
2022-02-09 16:54:59,092 iteration 23 : loss : 0.777829, loss_ce: 0.767856
2022-02-09 16:54:59,587 iteration 24 : loss : 0.779297, loss_ce: 0.751952
2022-02-09 16:55:00,174 iteration 25 : loss : 0.750075, loss_ce: 0.699685
2022-02-09 16:55:00,673 iteration 26 : loss : 0.814410, loss_ce: 0.824519
2022-02-09 16:55:01,230 iteration 27 : loss : 0.755973, loss_ce: 0.731026
2022-02-09 16:55:01,776 iteration 28 : loss : 0.856233, loss_ce: 0.896841
2022-02-09 16:55:02,259 iteration 29 : loss : 0.763537, loss_ce: 0.730390
2022-02-09 16:55:02,762 iteration 30 : loss : 0.765139, loss_ce: 0.731004
2022-02-09 16:55:03,293 iteration 31 : loss : 0.798385, loss_ce: 0.789901
2022-02-09 16:55:03,745 iteration 32 : loss : 0.725566, loss_ce: 0.672564
2022-02-09 16:55:04,326 iteration 33 : loss : 0.708020, loss_ce: 0.624281
2022-02-09 16:55:04,806 iteration 34 : loss : 0.691154, loss_ce: 0.601035
2022-02-09 16:55:05,266 iteration 35 : loss : 0.713915, loss_ce: 0.642682
2022-02-09 16:55:05,769 iteration 36 : loss : 0.683741, loss_ce: 0.593380
2022-02-09 16:55:06,314 iteration 37 : loss : 0.705274, loss_ce: 0.621393
2022-02-09 16:55:06,877 iteration 38 : loss : 0.668802, loss_ce: 0.575086
2022-02-09 16:55:07,507 iteration 39 : loss : 0.644184, loss_ce: 0.546925
2022-02-09 16:55:08,010 iteration 40 : loss : 0.650582, loss_ce: 0.551170
2022-02-09 16:55:08,521 iteration 41 : loss : 0.709292, loss_ce: 0.637119
2022-02-09 16:55:09,000 iteration 42 : loss : 0.659845, loss_ce: 0.543018
2022-02-09 16:55:09,482 iteration 43 : loss : 0.633124, loss_ce: 0.523035
2022-02-09 16:55:10,010 iteration 44 : loss : 0.649059, loss_ce: 0.528498
2022-02-09 16:55:10,551 iteration 45 : loss : 0.670083, loss_ce: 0.555992
2022-02-09 16:55:11,053 iteration 46 : loss : 0.635856, loss_ce: 0.506424
2022-02-09 16:55:11,609 iteration 47 : loss : 0.640093, loss_ce: 0.505529
2022-02-09 16:55:12,080 iteration 48 : loss : 0.640957, loss_ce: 0.512831
2022-02-09 16:55:12,570 iteration 49 : loss : 0.644040, loss_ce: 0.508736
2022-02-09 16:55:13,065 iteration 50 : loss : 0.617728, loss_ce: 0.460982
2022-02-09 16:55:13,625 iteration 51 : loss : 0.602126, loss_ce: 0.444955
2022-02-09 16:55:14,136 iteration 52 : loss : 0.617173, loss_ce: 0.488483
2022-02-09 16:55:14,612 iteration 53 : loss : 0.675001, loss_ce: 0.565032
