2022-02-10 19:49:31,109 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-10 19:49:31,137 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-10 19:49:31,137 ============================================================
2022-02-10 19:49:31,137 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-10 19:49:31,137 ============================================================
2022-02-10 19:49:31,137 Loading data...
2022-02-10 19:49:31,242 Already preprocessed this configuration. Loading now...
2022-02-10 19:49:31,651 Already preprocessed this configuration. Loading now...
2022-02-10 19:56:55,209 Training Images: (240, 240, 54560)
2022-02-10 19:56:55,209 Training Labels: (240, 240, 54560)
2022-02-10 19:56:55,209 Validation Images: (240, 240, 12400)
2022-02-10 19:56:55,209 Validation Labels: (240, 240, 12400)
2022-02-10 19:56:55,209 ============================================================
2022-02-10 19:56:55,254 17 iterations per epoch. 119351 max iterations 
  0%|                                          | 0/35 [00:00<?, ?it/s]EPOCH: 0
2022-02-10 19:56:57,234 iteration 1 : loss : 1.029348, loss_ce: 1.199202
2022-02-10 19:56:58,486 iteration 2 : loss : 0.952767, loss_ce: 1.062458
2022-02-10 19:56:59,700 iteration 3 : loss : 0.885295, loss_ce: 0.942916
2022-02-10 19:57:00,942 iteration 4 : loss : 0.838246, loss_ce: 0.870549
2022-02-10 19:57:02,278 iteration 5 : loss : 0.820222, loss_ce: 0.831230
2022-02-10 19:57:03,608 iteration 6 : loss : 0.764674, loss_ce: 0.730956
2022-02-10 19:57:04,825 iteration 7 : loss : 0.732232, loss_ce: 0.678877
2022-02-10 19:57:06,045 iteration 8 : loss : 0.693165, loss_ce: 0.599758
2022-02-10 19:57:07,311 iteration 9 : loss : 0.653938, loss_ce: 0.526821
2022-02-10 19:57:08,525 iteration 10 : loss : 0.631391, loss_ce: 0.486122
2022-02-10 19:57:09,844 iteration 11 : loss : 0.603619, loss_ce: 0.444086
2022-02-10 19:57:11,076 iteration 12 : loss : 0.575854, loss_ce: 0.384590
2022-02-10 19:57:12,381 iteration 13 : loss : 0.555428, loss_ce: 0.367005
2022-02-10 19:57:13,717 iteration 14 : loss : 0.521678, loss_ce: 0.315039
2022-02-10 19:57:14,908 iteration 15 : loss : 0.509624, loss_ce: 0.285202
2022-02-10 19:57:16,167 iteration 16 : loss : 0.518606, loss_ce: 0.300555
2022-02-10 19:57:17,478 iteration 17 : loss : 0.481982, loss_ce: 0.218555
2022-02-10 19:57:18,734 iteration 18 : loss : 0.469227, loss_ce: 0.219165
2022-02-10 19:57:20,000 iteration 19 : loss : 0.460354, loss_ce: 0.188466
2022-02-10 19:57:21,269 iteration 20 : loss : 0.453120, loss_ce: 0.172726
2022-02-10 19:57:22,562 iteration 21 : loss : 0.446482, loss_ce: 0.155117
2022-02-10 19:57:23,807 iteration 22 : loss : 0.444767, loss_ce: 0.136878
2022-02-10 19:57:25,036 iteration 23 : loss : 0.437819, loss_ce: 0.124825
2022-02-10 19:57:26,356 iteration 24 : loss : 0.433441, loss_ce: 0.115486
2022-02-10 19:57:27,702 iteration 25 : loss : 0.418292, loss_ce: 0.117814
2022-02-10 19:57:28,950 iteration 26 : loss : 0.427597, loss_ce: 0.121750
2022-02-10 19:57:30,363 iteration 27 : loss : 0.416607, loss_ce: 0.083011
2022-02-10 19:57:31,738 iteration 28 : loss : 0.400171, loss_ce: 0.104925
2022-02-10 19:57:33,017 iteration 29 : loss : 0.383135, loss_ce: 0.098327
2022-02-10 19:57:34,320 iteration 30 : loss : 0.418014, loss_ce: 0.084846
2022-02-10 19:57:35,625 iteration 31 : loss : 0.379705, loss_ce: 0.090097
2022-02-10 19:57:36,946 iteration 32 : loss : 0.363004, loss_ce: 0.087367
2022-02-10 19:57:38,247 iteration 33 : loss : 0.408126, loss_ce: 0.065298
2022-02-10 19:57:39,499 iteration 34 : loss : 0.413434, loss_ce: 0.077569
2022-02-10 19:57:40,735 iteration 35 : loss : 0.354024, loss_ce: 0.060153
2022-02-10 19:57:42,081 iteration 36 : loss : 0.415202, loss_ce: 0.079082
2022-02-10 19:57:43,374 iteration 37 : loss : 0.383867, loss_ce: 0.057709
2022-02-10 19:57:44,596 iteration 38 : loss : 0.368995, loss_ce: 0.061103
2022-02-10 19:57:45,869 iteration 39 : loss : 0.380106, loss_ce: 0.071283
2022-02-10 19:57:47,188 iteration 40 : loss : 0.399794, loss_ce: 0.049021
2022-02-10 19:57:48,466 iteration 41 : loss : 0.354610, loss_ce: 0.055089
2022-02-10 19:57:49,719 iteration 42 : loss : 0.373783, loss_ce: 0.057753
2022-02-10 19:57:50,976 iteration 43 : loss : 0.371639, loss_ce: 0.053542
2022-02-10 19:57:52,265 iteration 44 : loss : 0.346020, loss_ce: 0.061230
2022-02-10 19:57:53,540 iteration 45 : loss : 0.365670, loss_ce: 0.057444
2022-02-10 19:57:54,856 iteration 46 : loss : 0.393834, loss_ce: 0.044440
2022-02-10 19:57:56,129 iteration 47 : loss : 0.402024, loss_ce: 0.053539
2022-02-10 19:57:57,444 iteration 48 : loss : 0.379633, loss_ce: 0.043582
2022-02-10 19:57:58,662 iteration 49 : loss : 0.361762, loss_ce: 0.043978
2022-02-10 19:57:59,965 iteration 50 : loss : 0.384257, loss_ce: 0.042749
2022-02-10 19:58:01,273 iteration 51 : loss : 0.362617, loss_ce: 0.041726
2022-02-10 19:58:02,524 iteration 52 : loss : 0.350121, loss_ce: 0.042130
2022-02-10 19:58:03,826 iteration 53 : loss : 0.386418, loss_ce: 0.022739
2022-02-10 19:58:05,118 iteration 54 : loss : 0.342289, loss_ce: 0.054149
2022-02-10 19:58:06,324 iteration 55 : loss : 0.381166, loss_ce: 0.055948
2022-02-10 19:58:07,642 iteration 56 : loss : 0.394063, loss_ce: 0.038617
2022-02-10 19:58:08,887 iteration 57 : loss : 0.356110, loss_ce: 0.047240
2022-02-10 19:58:10,249 iteration 58 : loss : 0.399797, loss_ce: 0.048372
2022-02-10 19:58:11,534 iteration 59 : loss : 0.384953, loss_ce: 0.040487
2022-02-10 19:58:12,918 iteration 60 : loss : 0.365635, loss_ce: 0.033339
2022-02-10 19:58:14,213 iteration 61 : loss : 0.347134, loss_ce: 0.048329
2022-02-10 19:58:15,554 iteration 62 : loss : 0.378449, loss_ce: 0.060290
2022-02-10 19:58:16,858 iteration 63 : loss : 0.343591, loss_ce: 0.031455
2022-02-10 19:58:18,193 iteration 64 : loss : 0.361846, loss_ce: 0.051621
2022-02-10 19:58:19,467 iteration 65 : loss : 0.349757, loss_ce: 0.040053
2022-02-10 19:58:20,864 iteration 66 : loss : 0.359592, loss_ce: 0.033082
2022-02-10 19:58:22,186 iteration 67 : loss : 0.338159, loss_ce: 0.046984
2022-02-10 19:58:23,487 iteration 68 : loss : 0.375451, loss_ce: 0.052331
2022-02-10 19:58:24,853 iteration 69 : loss : 0.373371, loss_ce: 0.049482
2022-02-10 19:58:26,139 iteration 70 : loss : 0.354845, loss_ce: 0.032662
2022-02-10 19:58:27,474 iteration 71 : loss : 0.334991, loss_ce: 0.065996
2022-02-10 19:58:28,835 iteration 72 : loss : 0.374819, loss_ce: 0.020032
2022-02-10 19:58:30,277 iteration 73 : loss : 0.382317, loss_ce: 0.014601
2022-02-10 19:58:31,659 iteration 74 : loss : 0.382135, loss_ce: 0.017580
2022-02-10 19:58:32,993 iteration 75 : loss : 0.394470, loss_ce: 0.045816
2022-02-10 19:58:34,351 iteration 76 : loss : 0.384341, loss_ce: 0.030081
2022-02-10 19:58:35,646 iteration 77 : loss : 0.385082, loss_ce: 0.041629
2022-02-10 19:58:36,945 iteration 78 : loss : 0.376378, loss_ce: 0.034149
2022-02-10 19:58:38,367 iteration 79 : loss : 0.375202, loss_ce: 0.025441
2022-02-10 19:58:39,661 iteration 80 : loss : 0.372763, loss_ce: 0.017807
2022-02-10 19:58:41,051 iteration 81 : loss : 0.369791, loss_ce: 0.020243
2022-02-10 19:58:42,391 iteration 82 : loss : 0.372128, loss_ce: 0.026701
2022-02-10 19:58:43,708 iteration 83 : loss : 0.332656, loss_ce: 0.045312
2022-02-10 19:58:45,073 iteration 84 : loss : 0.357275, loss_ce: 0.080140
2022-02-10 19:58:46,420 iteration 85 : loss : 0.361336, loss_ce: 0.026069
2022-02-10 19:58:47,718 iteration 86 : loss : 0.371303, loss_ce: 0.037467
2022-02-10 19:58:49,093 iteration 87 : loss : 0.354554, loss_ce: 0.021158
2022-02-10 19:58:50,435 iteration 88 : loss : 0.358984, loss_ce: 0.043218
2022-02-10 19:58:51,794 iteration 89 : loss : 0.387627, loss_ce: 0.032154
2022-02-10 19:58:53,153 iteration 90 : loss : 0.377243, loss_ce: 0.021044
2022-02-10 19:58:54,563 iteration 91 : loss : 0.338561, loss_ce: 0.034078
2022-02-10 19:58:55,885 iteration 92 : loss : 0.337158, loss_ce: 0.046238
2022-02-10 19:58:57,232 iteration 93 : loss : 0.361809, loss_ce: 0.026489
2022-02-10 19:58:58,614 iteration 94 : loss : 0.382341, loss_ce: 0.018286
2022-02-10 19:58:59,960 iteration 95 : loss : 0.368913, loss_ce: 0.040961
2022-02-10 19:59:01,305 iteration 96 : loss : 0.378344, loss_ce: 0.030072
2022-02-10 19:59:02,583 iteration 97 : loss : 0.350274, loss_ce: 0.044765
2022-02-10 19:59:03,960 iteration 98 : loss : 0.365364, loss_ce: 0.028000
2022-02-10 19:59:05,261 iteration 99 : loss : 0.335522, loss_ce: 0.047612
2022-02-10 19:59:06,635 iteration 100 : loss : 0.387973, loss_ce: 0.025544
2022-02-10 19:59:07,944 iteration 101 : loss : 0.371623, loss_ce: 0.038698
2022-02-10 19:59:09,246 iteration 102 : loss : 0.349644, loss_ce: 0.031655
2022-02-10 19:59:10,636 iteration 103 : loss : 0.338743, loss_ce: 0.022034
2022-02-10 19:59:11,950 iteration 104 : loss : 0.350650, loss_ce: 0.026358
2022-02-10 19:59:13,301 iteration 105 : loss : 0.355489, loss_ce: 0.023750
2022-02-10 19:59:14,667 iteration 106 : loss : 0.359011, loss_ce: 0.013328
2022-02-10 19:59:15,982 iteration 107 : loss : 0.332014, loss_ce: 0.023066
2022-02-10 19:59:17,300 iteration 108 : loss : 0.333037, loss_ce: 0.020651
2022-02-10 19:59:18,599 iteration 109 : loss : 0.343102, loss_ce: 0.030750
2022-02-10 19:59:19,987 iteration 110 : loss : 0.343795, loss_ce: 0.029725
2022-02-10 19:59:21,342 iteration 111 : loss : 0.373464, loss_ce: 0.027900
2022-02-10 19:59:22,690 iteration 112 : loss : 0.358121, loss_ce: 0.036547
2022-02-10 19:59:23,995 iteration 113 : loss : 0.372540, loss_ce: 0.014969
2022-02-10 19:59:25,407 iteration 114 : loss : 0.346313, loss_ce: 0.020011
2022-02-10 19:59:26,773 iteration 115 : loss : 0.375939, loss_ce: 0.038577
2022-02-10 19:59:28,099 iteration 116 : loss : 0.381542, loss_ce: 0.012925
2022-02-10 19:59:29,428 iteration 117 : loss : 0.332593, loss_ce: 0.016649
2022-02-10 19:59:30,887 iteration 118 : loss : 0.370895, loss_ce: 0.018645
2022-02-10 19:59:32,247 iteration 119 : loss : 0.386168, loss_ce: 0.021831
2022-02-10 19:59:33,679 iteration 120 : loss : 0.322099, loss_ce: 0.019794
2022-02-10 19:59:35,019 iteration 121 : loss : 0.349328, loss_ce: 0.021293
2022-02-10 19:59:36,386 iteration 122 : loss : 0.384043, loss_ce: 0.017879
2022-02-10 19:59:37,684 iteration 123 : loss : 0.336078, loss_ce: 0.033878
2022-02-10 19:59:39,054 iteration 124 : loss : 0.334881, loss_ce: 0.032779
2022-02-10 19:59:40,448 iteration 125 : loss : 0.322785, loss_ce: 0.020040
2022-02-10 19:59:41,800 iteration 126 : loss : 0.377953, loss_ce: 0.032404
2022-02-10 19:59:43,282 iteration 127 : loss : 0.385405, loss_ce: 0.021666
2022-02-10 19:59:44,687 iteration 128 : loss : 0.352091, loss_ce: 0.027535
2022-02-10 19:59:46,010 iteration 129 : loss : 0.365816, loss_ce: 0.021723
2022-02-10 19:59:47,507 iteration 130 : loss : 0.350239, loss_ce: 0.025222
2022-02-10 19:59:48,873 iteration 131 : loss : 0.344175, loss_ce: 0.033532
2022-02-10 19:59:50,326 iteration 132 : loss : 0.331335, loss_ce: 0.016874
2022-02-10 19:59:51,679 iteration 133 : loss : 0.310975, loss_ce: 0.026566
2022-02-10 19:59:53,091 iteration 134 : loss : 0.336974, loss_ce: 0.025584
2022-02-10 19:59:54,426 iteration 135 : loss : 0.340860, loss_ce: 0.019695
2022-02-10 19:59:55,839 iteration 136 : loss : 0.351438, loss_ce: 0.023642
2022-02-10 19:59:57,259 iteration 137 : loss : 0.369998, loss_ce: 0.039452
2022-02-10 19:59:58,674 iteration 138 : loss : 0.376219, loss_ce: 0.026394
2022-02-10 20:00:00,013 iteration 139 : loss : 0.369949, loss_ce: 0.016465
2022-02-10 20:00:01,416 iteration 140 : loss : 0.334634, loss_ce: 0.038500
2022-02-10 20:00:02,878 iteration 141 : loss : 0.344072, loss_ce: 0.028237
2022-02-10 20:00:04,297 iteration 142 : loss : 0.335041, loss_ce: 0.051379
2022-02-10 20:00:05,638 iteration 143 : loss : 0.385746, loss_ce: 0.020883
2022-02-10 20:00:07,039 iteration 144 : loss : 0.379849, loss_ce: 0.033001
2022-02-10 20:00:08,426 iteration 145 : loss : 0.379432, loss_ce: 0.008775
2022-02-10 20:00:09,795 iteration 146 : loss : 0.358986, loss_ce: 0.021353
2022-02-10 20:00:11,226 iteration 147 : loss : 0.389249, loss_ce: 0.027740
2022-02-10 20:00:12,558 iteration 148 : loss : 0.338403, loss_ce: 0.047211
2022-02-10 20:00:13,925 iteration 149 : loss : 0.335445, loss_ce: 0.026487
2022-02-10 20:00:15,457 iteration 150 : loss : 0.333786, loss_ce: 0.023030
2022-02-10 20:00:16,930 iteration 151 : loss : 0.378222, loss_ce: 0.011804
2022-02-10 20:00:18,450 iteration 152 : loss : 0.346192, loss_ce: 0.014562
2022-02-10 20:00:19,885 iteration 153 : loss : 0.362800, loss_ce: 0.018337
2022-02-10 20:00:21,218 iteration 154 : loss : 0.344181, loss_ce: 0.019846
2022-02-10 20:00:22,682 iteration 155 : loss : 0.341389, loss_ce: 0.015433
2022-02-10 20:00:24,051 iteration 156 : loss : 0.340921, loss_ce: 0.023663
2022-02-10 20:00:25,419 iteration 157 : loss : 0.379034, loss_ce: 0.013619
2022-02-10 20:00:26,769 iteration 158 : loss : 0.364550, loss_ce: 0.022075
2022-02-10 20:00:28,156 iteration 159 : loss : 0.321730, loss_ce: 0.022872
2022-02-10 20:00:29,501 iteration 160 : loss : 0.359020, loss_ce: 0.020022
2022-02-10 20:00:30,834 iteration 161 : loss : 0.340760, loss_ce: 0.017525
2022-02-10 20:00:32,207 iteration 162 : loss : 0.364852, loss_ce: 0.024844
2022-02-10 20:00:33,556 iteration 163 : loss : 0.357434, loss_ce: 0.013730
2022-02-10 20:00:34,915 iteration 164 : loss : 0.379424, loss_ce: 0.008745
2022-02-10 20:00:36,373 iteration 165 : loss : 0.356709, loss_ce: 0.019743
2022-02-10 20:00:37,730 iteration 166 : loss : 0.356915, loss_ce: 0.027506
2022-02-10 20:00:39,107 iteration 167 : loss : 0.377535, loss_ce: 0.013082
2022-02-10 20:00:40,457 iteration 168 : loss : 0.336629, loss_ce: 0.026856
2022-02-10 20:00:41,791 iteration 169 : loss : 0.347957, loss_ce: 0.026559
2022-02-10 20:00:43,222 iteration 170 : loss : 0.379037, loss_ce: 0.007974
2022-02-10 20:00:44,652 iteration 171 : loss : 0.379370, loss_ce: 0.008700
2022-02-10 20:00:45,989 iteration 172 : loss : 0.344509, loss_ce: 0.031569
2022-02-10 20:00:47,305 iteration 173 : loss : 0.376383, loss_ce: 0.013172
2022-02-10 20:00:48,696 iteration 174 : loss : 0.371654, loss_ce: 0.033698
2022-02-10 20:00:50,048 iteration 175 : loss : 0.360673, loss_ce: 0.024890
2022-02-10 20:00:51,387 iteration 176 : loss : 0.351808, loss_ce: 0.012712
2022-02-10 20:00:52,722 iteration 177 : loss : 0.388146, loss_ce: 0.025666
2022-02-10 20:00:54,054 iteration 178 : loss : 0.379582, loss_ce: 0.033914
2022-02-10 20:00:55,474 iteration 179 : loss : 0.329513, loss_ce: 0.018448
2022-02-10 20:00:56,892 iteration 180 : loss : 0.328861, loss_ce: 0.034363
2022-02-10 20:00:58,264 iteration 181 : loss : 0.379541, loss_ce: 0.008898
2022-02-10 20:00:59,644 iteration 182 : loss : 0.380319, loss_ce: 0.010391
2022-02-10 20:01:01,024 iteration 183 : loss : 0.374269, loss_ce: 0.018244
2022-02-10 20:01:02,369 iteration 184 : loss : 0.350349, loss_ce: 0.024956
2022-02-10 20:01:03,840 iteration 185 : loss : 0.379331, loss_ce: 0.029635
2022-02-10 20:01:05,274 iteration 186 : loss : 0.344864, loss_ce: 0.015058
2022-02-10 20:01:06,665 iteration 187 : loss : 0.312219, loss_ce: 0.016853
2022-02-10 20:01:08,083 iteration 188 : loss : 0.359026, loss_ce: 0.023077
2022-02-10 20:01:09,516 iteration 189 : loss : 0.376198, loss_ce: 0.019753
2022-02-10 20:01:10,918 iteration 190 : loss : 0.369118, loss_ce: 0.014330
2022-02-10 20:01:12,328 iteration 191 : loss : 0.384029, loss_ce: 0.017534
2022-02-10 20:01:13,784 iteration 192 : loss : 0.379921, loss_ce: 0.009631
2022-02-10 20:01:15,184 iteration 193 : loss : 0.337417, loss_ce: 0.027888
2022-02-10 20:01:16,627 iteration 194 : loss : 0.324060, loss_ce: 0.025363
2022-02-10 20:01:18,053 iteration 195 : loss : 0.377943, loss_ce: 0.005838
2022-02-10 20:01:19,435 iteration 196 : loss : 0.382771, loss_ce: 0.015107
2022-02-10 20:01:20,848 iteration 197 : loss : 0.350757, loss_ce: 0.017374
2022-02-10 20:01:22,322 iteration 198 : loss : 0.377759, loss_ce: 0.005478
2022-02-10 20:01:23,783 iteration 199 : loss : 0.349123, loss_ce: 0.024770
2022-02-10 20:01:25,089 iteration 200 : loss : 0.382957, loss_ce: 0.015650
2022-02-10 20:01:26,478 iteration 201 : loss : 0.339374, loss_ce: 0.019659
2022-02-10 20:01:27,897 iteration 202 : loss : 0.325440, loss_ce: 0.017652
2022-02-10 20:01:29,288 iteration 203 : loss : 0.351629, loss_ce: 0.011096
2022-02-10 20:01:30,721 iteration 204 : loss : 0.357166, loss_ce: 0.046994
2022-02-10 20:01:32,054 iteration 205 : loss : 0.354357, loss_ce: 0.014200
2022-02-10 20:01:33,441 iteration 206 : loss : 0.370589, loss_ce: 0.026509
2022-02-10 20:01:34,730 iteration 207 : loss : 0.353362, loss_ce: 0.021889
2022-02-10 20:01:36,193 iteration 208 : loss : 0.379363, loss_ce: 0.021361
2022-02-10 20:01:37,622 iteration 209 : loss : 0.349373, loss_ce: 0.023064
2022-02-10 20:01:39,092 iteration 210 : loss : 0.349267, loss_ce: 0.030524
2022-02-10 20:01:40,459 iteration 211 : loss : 0.333004, loss_ce: 0.026472
2022-02-10 20:01:41,947 iteration 212 : loss : 0.346605, loss_ce: 0.023336
2022-02-10 20:01:43,370 iteration 213 : loss : 0.356691, loss_ce: 0.029446
2022-02-10 20:01:44,766 iteration 214 : loss : 0.365502, loss_ce: 0.028843
2022-02-10 20:01:46,119 iteration 215 : loss : 0.363969, loss_ce: 0.010641
2022-02-10 20:01:47,597 iteration 216 : loss : 0.346105, loss_ce: 0.012089
2022-02-10 20:01:49,021 iteration 217 : loss : 0.372135, loss_ce: 0.020455
2022-02-10 20:01:50,405 iteration 218 : loss : 0.344052, loss_ce: 0.029864
2022-02-10 20:01:51,795 iteration 219 : loss : 0.380064, loss_ce: 0.009886
2022-02-10 20:01:53,240 iteration 220 : loss : 0.336631, loss_ce: 0.026244
2022-02-10 20:01:54,647 iteration 221 : loss : 0.356807, loss_ce: 0.019493
2022-02-10 20:01:56,048 iteration 222 : loss : 0.353609, loss_ce: 0.018498
2022-02-10 20:01:57,430 iteration 223 : loss : 0.366716, loss_ce: 0.027366
2022-02-10 20:01:58,907 iteration 224 : loss : 0.330960, loss_ce: 0.017366
2022-02-10 20:02:00,390 iteration 225 : loss : 0.346658, loss_ce: 0.022306
2022-02-10 20:02:01,802 iteration 226 : loss : 0.387752, loss_ce: 0.027195
2022-02-10 20:02:03,161 iteration 227 : loss : 0.373694, loss_ce: 0.021516
2022-02-10 20:02:04,599 iteration 228 : loss : 0.339090, loss_ce: 0.021506
2022-02-10 20:02:06,043 iteration 229 : loss : 0.325803, loss_ce: 0.018139
2022-02-10 20:02:07,434 iteration 230 : loss : 0.326812, loss_ce: 0.032736
2022-02-10 20:02:08,821 iteration 231 : loss : 0.351863, loss_ce: 0.034668
2022-02-10 20:02:10,264 iteration 232 : loss : 0.326167, loss_ce: 0.016594
2022-02-10 20:02:11,703 iteration 233 : loss : 0.361015, loss_ce: 0.026074
2022-02-10 20:02:13,080 iteration 234 : loss : 0.376938, loss_ce: 0.027637
2022-02-10 20:02:14,472 iteration 235 : loss : 0.359558, loss_ce: 0.027879
2022-02-10 20:02:15,903 iteration 236 : loss : 0.395193, loss_ce: 0.039081
2022-02-10 20:02:17,291 iteration 237 : loss : 0.343128, loss_ce: 0.041855
2022-02-10 20:02:18,717 iteration 238 : loss : 0.379498, loss_ce: 0.008799
2022-02-10 20:02:20,144 iteration 239 : loss : 0.383887, loss_ce: 0.017280
2022-02-10 20:02:21,525 iteration 240 : loss : 0.380009, loss_ce: 0.010229
2022-02-10 20:02:22,862 iteration 241 : loss : 0.330281, loss_ce: 0.018389
2022-02-10 20:02:24,194 iteration 242 : loss : 0.338921, loss_ce: 0.022260
2022-02-10 20:02:25,614 iteration 243 : loss : 0.342881, loss_ce: 0.036812
2022-02-10 20:02:26,986 iteration 244 : loss : 0.325986, loss_ce: 0.021323
2022-02-10 20:02:28,365 iteration 245 : loss : 0.336082, loss_ce: 0.015797
2022-02-10 20:02:29,750 iteration 246 : loss : 0.342179, loss_ce: 0.056374
