2022-03-07 18:36:49,807 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-03-07 18:36:49,807 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-03-07 18:36:49,807 ============================================================
2022-03-07 18:36:49,807 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-03-07 18:36:49,807 ============================================================
2022-03-07 18:36:49,807 Loading data...
2022-03-07 18:36:49,809 Already preprocessed this configuration. Loading now...
2022-03-07 18:36:50,081 Already preprocessed this configuration. Loading now...
2022-03-07 18:40:13,903 Training Images: torch.Size([240, 240, 54560])
2022-03-07 18:40:13,904 Training Labels: torch.Size([240, 240, 54560])
2022-03-07 18:40:13,904 Validation Images: torch.Size([240, 240, 12400])
2022-03-07 18:40:13,904 Validation Labels: torch.Size([240, 240, 12400])
2022-03-07 18:40:13,904 ============================================================
2022-03-07 18:40:13,941 9 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-03-07 18:40:16,219 iteration 1 : loss : 1.229619, loss_ce: 1.576923
2022-03-07 18:40:18,716 iteration 2 : loss : 1.205341, loss_ce: 1.522083
2022-03-07 18:40:20,919 iteration 3 : loss : 1.174682, loss_ce: 1.469197
2022-03-07 18:40:22,679 iteration 4 : loss : 1.141174, loss_ce: 1.419192
2022-03-07 18:40:24,696 iteration 5 : loss : 1.130911, loss_ce: 1.397548
2022-03-07 18:40:27,270 iteration 6 : loss : 1.104461, loss_ce: 1.360098
2022-03-07 18:40:29,529 iteration 7 : loss : 1.081592, loss_ce: 1.312050
2022-03-07 18:40:31,292 iteration 8 : loss : 1.112205, loss_ce: 1.349677
2022-03-07 18:40:33,457 iteration 9 : loss : 1.080133, loss_ce: 1.301381
2022-03-07 18:40:35,095 iteration 10 : loss : 1.129768, loss_ce: 1.379178
2022-03-07 18:40:37,428 iteration 11 : loss : 1.068182, loss_ce: 1.271805
2022-03-07 18:40:39,627 iteration 12 : loss : 1.090407, loss_ce: 1.311296
2022-03-07 18:40:41,733 iteration 13 : loss : 1.047228, loss_ce: 1.234735
