2022-03-07 12:08:05,728 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-03-07 12:08:05,728 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-03-07 12:08:05,729 ============================================================
2022-03-07 12:08:05,729 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-03-07 12:08:05,729 ============================================================
2022-03-07 12:08:05,729 Loading data...
2022-03-07 12:08:05,730 Already preprocessed this configuration. Loading now...
2022-03-07 12:08:06,105 Already preprocessed this configuration. Loading now...
2022-03-07 12:11:42,301 Training Images: torch.Size([240, 240, 54560])
2022-03-07 12:11:42,301 Training Labels: torch.Size([240, 240, 54560])
2022-03-07 12:11:42,301 Validation Images: torch.Size([240, 240, 12400])
2022-03-07 12:11:42,301 Validation Labels: torch.Size([240, 240, 12400])
2022-03-07 12:11:42,302 ============================================================
2022-03-07 12:11:42,334 9 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-03-07 12:11:44,610 iteration 1 : loss : 1.246184, loss_ce: 1.601586
2022-03-07 12:11:46,893 iteration 2 : loss : 1.233444, loss_ce: 1.573079
2022-03-07 12:11:48,889 iteration 3 : loss : 1.204134, loss_ce: 1.520873
2022-03-07 12:11:51,000 iteration 4 : loss : 1.173118, loss_ce: 1.466955
2022-03-07 12:11:52,817 iteration 5 : loss : 1.142009, loss_ce: 1.414012
2022-03-07 12:11:54,628 iteration 6 : loss : 1.127463, loss_ce: 1.385571
2022-03-07 12:11:56,418 iteration 7 : loss : 1.113694, loss_ce: 1.354974
2022-03-07 12:11:58,514 iteration 8 : loss : 1.104266, loss_ce: 1.342300
2022-03-07 12:12:00,550 iteration 9 : loss : 1.097108, loss_ce: 1.332880
2022-03-07 12:12:02,724 iteration 10 : loss : 1.071543, loss_ce: 1.288430
2022-03-07 12:12:04,689 iteration 11 : loss : 1.068125, loss_ce: 1.270731
2022-03-07 12:12:06,604 iteration 12 : loss : 1.111686, loss_ce: 1.348939
2022-03-07 12:12:08,645 iteration 13 : loss : 1.067288, loss_ce: 1.266888
2022-03-07 12:12:10,732 iteration 14 : loss : 1.105576, loss_ce: 1.336399
2022-03-07 12:12:12,608 iteration 15 : loss : 1.086402, loss_ce: 1.302073
2022-03-07 12:12:14,613 iteration 16 : loss : 1.052944, loss_ce: 1.243105
2022-03-07 12:12:16,326 iteration 17 : loss : 1.068433, loss_ce: 1.268657
2022-03-07 12:12:18,573 iteration 18 : loss : 1.020702, loss_ce: 1.199267
2022-03-07 12:12:20,613 iteration 19 : loss : 1.011244, loss_ce: 1.174955
2022-03-07 12:12:22,383 iteration 20 : loss : 1.026953, loss_ce: 1.196203
2022-03-07 12:12:24,415 iteration 21 : loss : 1.058331, loss_ce: 1.252311
2022-03-07 12:12:26,357 iteration 22 : loss : 1.052587, loss_ce: 1.242323
2022-03-07 12:12:28,414 iteration 23 : loss : 1.061221, loss_ce: 1.257119
2022-03-07 12:12:30,284 iteration 24 : loss : 0.985009, loss_ce: 1.125634
2022-03-07 12:12:32,652 iteration 25 : loss : 1.054377, loss_ce: 1.243950
2022-03-07 12:12:34,790 iteration 26 : loss : 1.028465, loss_ce: 1.199202
2022-03-07 12:12:36,754 iteration 27 : loss : 1.013560, loss_ce: 1.174909
2022-03-07 12:12:38,493 iteration 28 : loss : 1.091718, loss_ce: 1.310121
2022-03-07 12:12:40,542 iteration 29 : loss : 0.980372, loss_ce: 1.114800
2022-03-07 12:12:42,380 iteration 30 : loss : 1.061240, loss_ce: 1.255936
2022-03-07 12:12:44,762 iteration 31 : loss : 1.014520, loss_ce: 1.173274
2022-03-07 12:12:46,852 iteration 32 : loss : 0.965297, loss_ce: 1.089478
2022-03-07 12:12:48,989 iteration 33 : loss : 1.039695, loss_ce: 1.218542
2022-03-07 12:12:50,835 iteration 34 : loss : 0.971912, loss_ce: 1.097165
2022-03-07 12:12:52,878 iteration 35 : loss : 1.002062, loss_ce: 1.152094
2022-03-07 12:12:55,102 iteration 36 : loss : 1.054773, loss_ce: 1.244047
2022-03-07 12:12:56,785 iteration 37 : loss : 0.988762, loss_ce: 1.126747
2022-03-07 12:12:58,557 iteration 38 : loss : 1.001222, loss_ce: 1.149940
2022-03-07 12:13:00,583 iteration 39 : loss : 0.979745, loss_ce: 1.112982
2022-03-07 12:13:02,457 iteration 40 : loss : 0.945658, loss_ce: 1.051815
2022-03-07 12:13:04,509 iteration 41 : loss : 1.019778, loss_ce: 1.181633
2022-03-07 12:13:06,513 iteration 42 : loss : 0.920812, loss_ce: 1.016840
2022-03-07 12:13:08,876 iteration 43 : loss : 0.977528, loss_ce: 1.107481
2022-03-07 12:13:11,193 iteration 44 : loss : 0.926323, loss_ce: 1.021411
2022-03-07 12:13:13,402 iteration 45 : loss : 0.909249, loss_ce: 0.986712
2022-03-07 12:13:15,373 iteration 46 : loss : 0.897144, loss_ce: 0.972850
2022-03-07 12:13:17,507 iteration 47 : loss : 0.939941, loss_ce: 1.039614
2022-03-07 12:13:19,545 iteration 48 : loss : 0.861306, loss_ce: 0.898526
2022-03-07 12:13:21,408 iteration 49 : loss : 0.864440, loss_ce: 0.912239
2022-03-07 12:13:23,223 iteration 50 : loss : 0.827070, loss_ce: 0.845798
2022-03-07 12:13:25,446 iteration 51 : loss : 0.911184, loss_ce: 0.988659
2022-03-07 12:13:27,323 iteration 52 : loss : 0.852727, loss_ce: 0.886931
2022-03-07 12:13:29,767 iteration 53 : loss : 0.751130, loss_ce: 0.719222
2022-03-07 12:13:32,183 iteration 54 : loss : 0.791596, loss_ce: 0.777496
2022-03-07 12:13:34,363 iteration 55 : loss : 0.731165, loss_ce: 0.675762
2022-03-07 12:13:36,147 iteration 56 : loss : 0.739341, loss_ce: 0.681262
2022-03-07 12:13:38,577 iteration 57 : loss : 0.721349, loss_ce: 0.656067
2022-03-07 12:13:40,694 iteration 58 : loss : 0.701683, loss_ce: 0.631855
2022-03-07 12:13:42,655 iteration 59 : loss : 0.696201, loss_ce: 0.606471
2022-03-07 12:13:44,956 iteration 60 : loss : 0.699476, loss_ce: 0.626177
2022-03-07 12:13:46,607 iteration 61 : loss : 0.674062, loss_ce: 0.564221
2022-03-07 12:13:48,942 iteration 62 : loss : 0.683648, loss_ce: 0.589451
2022-03-07 12:13:51,159 iteration 63 : loss : 0.665375, loss_ce: 0.550864
2022-03-07 12:13:53,489 iteration 64 : loss : 0.638837, loss_ce: 0.527068
2022-03-07 12:13:55,184 iteration 65 : loss : 0.641332, loss_ce: 0.504020
2022-03-07 12:13:56,950 iteration 66 : loss : 0.634503, loss_ce: 0.492908
2022-03-07 12:13:58,659 iteration 67 : loss : 0.624550, loss_ce: 0.498790
2022-03-07 12:14:00,755 iteration 68 : loss : 0.617488, loss_ce: 0.474301
2022-03-07 12:14:02,612 iteration 69 : loss : 0.616945, loss_ce: 0.459589
2022-03-07 12:14:04,487 iteration 70 : loss : 0.610160, loss_ce: 0.470042
2022-03-07 12:14:06,460 iteration 71 : loss : 0.597631, loss_ce: 0.440328
2022-03-07 12:14:08,367 iteration 72 : loss : 0.583259, loss_ce: 0.458496
2022-03-07 12:14:10,521 iteration 73 : loss : 0.585972, loss_ce: 0.414073
2022-03-07 12:14:12,383 iteration 74 : loss : 0.578215, loss_ce: 0.403430
2022-03-07 12:14:14,553 iteration 75 : loss : 0.574572, loss_ce: 0.388475
2022-03-07 12:14:16,468 iteration 76 : loss : 0.568960, loss_ce: 0.381675
2022-03-07 12:14:18,476 iteration 77 : loss : 0.555592, loss_ce: 0.375617
2022-03-07 12:14:20,263 iteration 78 : loss : 0.554242, loss_ce: 0.364236
2022-03-07 12:14:22,201 iteration 79 : loss : 0.554547, loss_ce: 0.359179
2022-03-07 12:14:24,050 iteration 80 : loss : 0.544894, loss_ce: 0.336209
2022-03-07 12:14:25,726 iteration 81 : loss : 0.527698, loss_ce: 0.340100
2022-03-07 12:14:27,663 iteration 82 : loss : 0.528622, loss_ce: 0.325488
2022-03-07 12:14:29,812 iteration 83 : loss : 0.515728, loss_ce: 0.330745
2022-03-07 12:14:31,808 iteration 84 : loss : 0.532495, loss_ce: 0.303691
2022-03-07 12:14:34,026 iteration 85 : loss : 0.528875, loss_ce: 0.310432
2022-03-07 12:14:36,057 iteration 86 : loss : 0.522944, loss_ce: 0.288638
2022-03-07 12:14:37,922 iteration 87 : loss : 0.525245, loss_ce: 0.289854
2022-03-07 12:14:40,064 iteration 88 : loss : 0.494225, loss_ce: 0.296970
2022-03-07 12:14:42,247 iteration 89 : loss : 0.510508, loss_ce: 0.270518
2022-03-07 12:14:44,239 iteration 90 : loss : 0.497381, loss_ce: 0.260790
2022-03-07 12:14:46,425 iteration 91 : loss : 0.499600, loss_ce: 0.254829
2022-03-07 12:14:48,339 iteration 92 : loss : 0.491729, loss_ce: 0.248872
2022-03-07 12:14:50,255 iteration 93 : loss : 0.499032, loss_ce: 0.240752
2022-03-07 12:14:52,294 iteration 94 : loss : 0.481766, loss_ce: 0.242306
2022-03-07 12:14:54,175 iteration 95 : loss : 0.476339, loss_ce: 0.236737
2022-03-07 12:14:56,197 iteration 96 : loss : 0.464763, loss_ce: 0.232687
2022-03-07 12:14:58,209 iteration 97 : loss : 0.486071, loss_ce: 0.216126
2022-03-07 12:15:00,517 iteration 98 : loss : 0.457783, loss_ce: 0.221354
2022-03-07 12:15:02,724 iteration 99 : loss : 0.471873, loss_ce: 0.213204
2022-03-07 12:15:05,188 iteration 100 : loss : 0.460928, loss_ce: 0.211645
2022-03-07 12:15:06,989 iteration 101 : loss : 0.448268, loss_ce: 0.209567
2022-03-07 12:15:08,840 iteration 102 : loss : 0.457099, loss_ce: 0.202977
2022-03-07 12:15:10,888 iteration 103 : loss : 0.450441, loss_ce: 0.201357
2022-03-07 12:15:13,307 iteration 104 : loss : 0.431119, loss_ce: 0.194700
2022-03-07 12:15:15,587 iteration 105 : loss : 0.429879, loss_ce: 0.187347
2022-03-07 12:15:17,548 iteration 106 : loss : 0.428662, loss_ce: 0.180167
2022-03-07 12:15:20,084 iteration 107 : loss : 0.462395, loss_ce: 0.171680
2022-03-07 12:15:22,206 iteration 108 : loss : 0.443713, loss_ce: 0.170929
2022-03-07 12:15:24,268 iteration 109 : loss : 0.442515, loss_ce: 0.162230
2022-03-07 12:15:26,276 iteration 110 : loss : 0.410081, loss_ce: 0.173477
2022-03-07 12:15:28,285 iteration 111 : loss : 0.403359, loss_ce: 0.159999
2022-03-07 12:15:30,123 iteration 112 : loss : 0.406489, loss_ce: 0.168133
2022-03-07 12:15:32,070 iteration 113 : loss : 0.449535, loss_ce: 0.151646
2022-03-07 12:15:33,958 iteration 114 : loss : 0.413493, loss_ce: 0.148519
2022-03-07 12:15:36,120 iteration 115 : loss : 0.403253, loss_ce: 0.145304
2022-03-07 12:15:38,086 iteration 116 : loss : 0.415479, loss_ce: 0.152559
2022-03-07 12:15:40,109 iteration 117 : loss : 0.437524, loss_ce: 0.140199
2022-03-07 12:15:42,216 iteration 118 : loss : 0.439972, loss_ce: 0.138135
2022-03-07 12:15:44,396 iteration 119 : loss : 0.387703, loss_ce: 0.144090
2022-03-07 12:15:46,778 iteration 120 : loss : 0.392762, loss_ce: 0.144041
2022-03-07 12:15:48,665 iteration 121 : loss : 0.406075, loss_ce: 0.136977
2022-03-07 12:15:50,355 iteration 122 : loss : 0.398845, loss_ce: 0.128669
2022-03-07 12:15:52,189 iteration 123 : loss : 0.404913, loss_ce: 0.124042
2022-03-07 12:15:53,984 iteration 124 : loss : 0.429540, loss_ce: 0.115758
2022-03-07 12:15:56,469 iteration 125 : loss : 0.431030, loss_ce: 0.114473
2022-03-07 12:15:58,607 iteration 126 : loss : 0.397047, loss_ce: 0.114107
2022-03-07 12:16:00,487 iteration 127 : loss : 0.375027, loss_ce: 0.110242
2022-03-07 12:16:02,461 iteration 128 : loss : 0.429772, loss_ce: 0.107763
2022-03-07 12:16:04,438 iteration 129 : loss : 0.420379, loss_ce: 0.106628
2022-03-07 12:16:06,504 iteration 130 : loss : 0.362888, loss_ce: 0.110344
2022-03-07 12:16:08,279 iteration 131 : loss : 0.425371, loss_ce: 0.100706
2022-03-07 12:16:10,314 iteration 132 : loss : 0.411786, loss_ce: 0.098376
2022-03-07 12:16:12,468 iteration 133 : loss : 0.354319, loss_ce: 0.099656
2022-03-07 12:16:14,523 iteration 134 : loss : 0.421532, loss_ce: 0.091910
2022-03-07 12:16:16,739 iteration 135 : loss : 0.333928, loss_ce: 0.092900
2022-03-07 12:16:18,670 iteration 136 : loss : 0.406187, loss_ce: 0.089806
2022-03-07 12:16:20,617 iteration 137 : loss : 0.364377, loss_ce: 0.100865
2022-03-07 12:16:23,002 iteration 138 : loss : 0.303527, loss_ce: 0.086706
2022-03-07 12:16:25,363 iteration 139 : loss : 0.365292, loss_ce: 0.084290
2022-03-07 12:16:27,458 iteration 140 : loss : 0.388275, loss_ce: 0.082592
2022-03-07 12:16:29,936 iteration 141 : loss : 0.364329, loss_ce: 0.083666
2022-03-07 12:16:32,076 iteration 142 : loss : 0.384374, loss_ce: 0.090395
2022-03-07 12:16:34,175 iteration 143 : loss : 0.305673, loss_ce: 0.092881
2022-03-07 12:16:36,636 iteration 144 : loss : 0.393620, loss_ce: 0.089556
2022-03-07 12:16:38,497 iteration 145 : loss : 0.302235, loss_ce: 0.088055
2022-03-07 12:16:40,685 iteration 146 : loss : 0.298079, loss_ce: 0.083455
2022-03-07 12:16:43,156 iteration 147 : loss : 0.338972, loss_ce: 0.074671
2022-03-07 12:16:45,163 iteration 148 : loss : 0.333258, loss_ce: 0.081028
2022-03-07 12:16:47,208 iteration 149 : loss : 0.282047, loss_ce: 0.072445
2022-03-07 12:16:48,966 iteration 150 : loss : 0.309712, loss_ce: 0.075315
2022-03-07 12:16:51,171 iteration 151 : loss : 0.416364, loss_ce: 0.081262
2022-03-07 12:16:53,137 iteration 152 : loss : 0.388441, loss_ce: 0.078535
2022-03-07 12:16:55,388 iteration 153 : loss : 0.357428, loss_ce: 0.073165
2022-03-07 12:16:57,513 iteration 154 : loss : 0.384234, loss_ce: 0.068785
2022-03-07 12:16:59,744 iteration 155 : loss : 0.354909, loss_ce: 0.065083
2022-03-07 12:17:01,669 iteration 156 : loss : 0.360171, loss_ce: 0.069201
2022-03-07 12:17:03,793 iteration 157 : loss : 0.410462, loss_ce: 0.070201
2022-03-07 12:17:05,881 iteration 158 : loss : 0.393549, loss_ce: 0.062004
2022-03-07 12:17:07,864 iteration 159 : loss : 0.306155, loss_ce: 0.073849
2022-03-07 12:17:09,913 iteration 160 : loss : 0.326582, loss_ce: 0.081559
2022-03-07 12:17:11,625 iteration 161 : loss : 0.317544, loss_ce: 0.068143
2022-03-07 12:17:13,829 iteration 162 : loss : 0.286573, loss_ce: 0.058363
2022-03-07 12:17:16,040 iteration 163 : loss : 0.345783, loss_ce: 0.065387
2022-03-07 12:17:18,123 iteration 164 : loss : 0.308465, loss_ce: 0.057587
2022-03-07 12:17:20,253 iteration 165 : loss : 0.275744, loss_ce: 0.057933
2022-03-07 12:17:22,487 iteration 166 : loss : 0.359433, loss_ce: 0.059848
2022-03-07 12:17:24,397 iteration 167 : loss : 0.337994, loss_ce: 0.050273
2022-03-07 12:17:26,659 iteration 168 : loss : 0.292969, loss_ce: 0.048667
2022-03-07 12:17:29,039 iteration 169 : loss : 0.268073, loss_ce: 0.059213
2022-03-07 12:17:30,883 iteration 170 : loss : 0.304584, loss_ce: 0.055951
2022-03-07 12:17:33,148 iteration 171 : loss : 0.314116, loss_ce: 0.058909
2022-03-07 12:17:35,059 iteration 172 : loss : 0.302445, loss_ce: 0.047950
2022-03-07 12:17:37,267 iteration 173 : loss : 0.317157, loss_ce: 0.051946
2022-03-07 12:17:39,531 iteration 174 : loss : 0.252892, loss_ce: 0.046814
2022-03-07 12:17:41,425 iteration 175 : loss : 0.292026, loss_ce: 0.058847
2022-03-07 12:17:43,520 iteration 176 : loss : 0.342381, loss_ce: 0.067851
2022-03-07 12:17:45,513 iteration 177 : loss : 0.383941, loss_ce: 0.062814
2022-03-07 12:17:47,352 iteration 178 : loss : 0.404407, loss_ce: 0.061935
2022-03-07 12:17:49,801 iteration 179 : loss : 0.247446, loss_ce: 0.046463
2022-03-07 12:17:51,697 iteration 180 : loss : 0.258060, loss_ce: 0.050406
2022-03-07 12:17:53,662 iteration 181 : loss : 0.399191, loss_ce: 0.047715
2022-03-07 12:17:55,570 iteration 182 : loss : 0.399940, loss_ce: 0.049061
2022-03-07 12:17:57,715 iteration 183 : loss : 0.248102, loss_ce: 0.041934
2022-03-07 12:17:59,661 iteration 184 : loss : 0.285539, loss_ce: 0.045877
2022-03-07 12:18:01,879 iteration 185 : loss : 0.348058, loss_ce: 0.041829
2022-03-07 12:18:03,656 iteration 186 : loss : 0.371897, loss_ce: 0.038511
2022-03-07 12:18:05,633 iteration 187 : loss : 0.317134, loss_ce: 0.038751
2022-03-07 12:18:07,716 iteration 188 : loss : 0.374604, loss_ce: 0.056509
2022-03-07 12:18:09,457 iteration 189 : loss : 0.274500, loss_ce: 0.037290
2022-03-07 12:18:11,439 iteration 190 : loss : 0.327041, loss_ce: 0.042439
2022-03-07 12:18:13,704 iteration 191 : loss : 0.273861, loss_ce: 0.048557
