2022-03-07 10:09:50,475 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-03-07 10:09:50,475 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-03-07 10:09:50,476 ============================================================
2022-03-07 10:09:50,476 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-03-07 10:09:50,476 ============================================================
2022-03-07 10:09:50,476 Loading data...
2022-03-07 10:09:50,477 Already preprocessed this configuration. Loading now...
2022-03-07 10:09:50,801 Already preprocessed this configuration. Loading now...
2022-03-07 10:13:07,364 Training Images: torch.Size([240, 240, 54560])
2022-03-07 10:13:07,365 Training Labels: torch.Size([240, 240, 54560])
2022-03-07 10:13:07,365 Validation Images: torch.Size([240, 240, 12400])
2022-03-07 10:13:07,365 Validation Labels: torch.Size([240, 240, 12400])
2022-03-07 10:13:07,365 ============================================================
2022-03-07 10:13:07,384 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-03-07 10:13:10,598 iteration 1 : loss : 1.180346, loss_ce: 1.487437
2022-03-07 10:13:14,031 iteration 2 : loss : 1.142038, loss_ce: 1.407452
2022-03-07 10:13:17,185 iteration 3 : loss : 1.091842, loss_ce: 1.314605
2022-03-07 10:13:19,928 iteration 4 : loss : 1.040889, loss_ce: 1.233684
2022-03-07 10:13:22,903 iteration 5 : loss : 0.984042, loss_ce: 1.129625
2022-03-07 10:13:26,400 iteration 6 : loss : 0.928622, loss_ce: 1.040836
2022-03-07 10:13:29,597 iteration 7 : loss : 0.879391, loss_ce: 0.951478
2022-03-07 10:13:32,340 iteration 8 : loss : 0.875431, loss_ce: 0.924917
2022-03-07 10:13:35,532 iteration 9 : loss : 0.798935, loss_ce: 0.800905
2022-03-07 10:13:38,156 iteration 10 : loss : 0.783583, loss_ce: 0.759600
2022-03-07 10:13:41,436 iteration 11 : loss : 0.729200, loss_ce: 0.669053
2022-03-07 10:13:44,588 iteration 12 : loss : 0.699762, loss_ce: 0.612964
2022-03-07 10:13:47,656 iteration 13 : loss : 0.659268, loss_ce: 0.546678
2022-03-07 10:13:50,519 iteration 14 : loss : 0.633492, loss_ce: 0.507640
2022-03-07 10:13:53,772 iteration 15 : loss : 0.607983, loss_ce: 0.464958
2022-03-07 10:13:56,845 iteration 16 : loss : 0.579738, loss_ce: 0.408967
2022-03-07 10:13:59,819 iteration 17 : loss : 0.566442, loss_ce: 0.375741
2022-03-07 10:14:02,721 iteration 18 : loss : 0.556801, loss_ce: 0.348338
2022-03-07 10:14:05,547 iteration 19 : loss : 0.536407, loss_ce: 0.312999
2022-03-07 10:14:08,414 iteration 20 : loss : 0.515347, loss_ce: 0.273580
2022-03-07 10:14:11,196 iteration 21 : loss : 0.493912, loss_ce: 0.246125
2022-03-07 10:14:14,534 iteration 22 : loss : 0.487790, loss_ce: 0.219186
2022-03-07 10:14:17,538 iteration 23 : loss : 0.459993, loss_ce: 0.215799
2022-03-07 10:14:20,738 iteration 24 : loss : 0.449907, loss_ce: 0.185349
2022-03-07 10:14:23,441 iteration 25 : loss : 0.438712, loss_ce: 0.165183
2022-03-07 10:14:26,460 iteration 26 : loss : 0.418034, loss_ce: 0.151894
2022-03-07 10:14:29,351 iteration 27 : loss : 0.402929, loss_ce: 0.146639
2022-03-07 10:14:32,409 iteration 28 : loss : 0.415071, loss_ce: 0.127989
2022-03-07 10:14:35,686 iteration 29 : loss : 0.402423, loss_ce: 0.116071
