2022-03-05 01:30:13,336 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-03-05 01:30:13,337 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-03-05 01:30:13,337 ============================================================
2022-03-05 01:30:13,337 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-03-05 01:30:13,337 ============================================================
2022-03-05 01:30:13,337 Loading data...
2022-03-05 01:30:13,338 Already preprocessed this configuration. Loading now...
2022-03-05 01:30:13,356 Already preprocessed this configuration. Loading now...
2022-03-05 01:33:31,344 Training Images: torch.Size([240, 240, 54560])
2022-03-05 01:33:31,344 Training Labels: torch.Size([240, 240, 54560])
2022-03-05 01:33:31,344 Validation Images: torch.Size([240, 240, 12400])
2022-03-05 01:33:31,344 Validation Labels: torch.Size([240, 240, 12400])
2022-03-05 01:33:31,344 ============================================================
2022-03-05 01:33:31,376 9 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-03-05 01:33:35,171 iteration 1 : loss : 1.229619, loss_ce: 1.576923
2022-03-05 01:33:38,995 iteration 2 : loss : 1.205341, loss_ce: 1.522083
2022-03-05 01:33:43,628 iteration 3 : loss : 1.174682, loss_ce: 1.469197
2022-03-05 01:33:48,433 iteration 4 : loss : 1.141174, loss_ce: 1.419191
2022-03-05 01:33:52,160 iteration 5 : loss : 1.130911, loss_ce: 1.397547
2022-03-05 01:33:55,467 iteration 6 : loss : 1.104459, loss_ce: 1.360095
2022-03-05 01:33:59,601 iteration 7 : loss : 1.081593, loss_ce: 1.312055
2022-03-05 01:34:03,532 iteration 8 : loss : 1.112230, loss_ce: 1.349725
2022-03-05 01:34:06,830 iteration 9 : loss : 1.080135, loss_ce: 1.301385
2022-03-05 01:34:10,610 iteration 10 : loss : 1.129776, loss_ce: 1.379192
2022-03-05 01:34:14,917 iteration 11 : loss : 1.068167, loss_ce: 1.271777
2022-03-05 01:34:19,614 iteration 12 : loss : 1.090409, loss_ce: 1.311301
2022-03-05 01:34:23,678 iteration 13 : loss : 1.047282, loss_ce: 1.234834
2022-03-05 01:34:27,984 iteration 14 : loss : 1.015694, loss_ce: 1.180022
2022-03-05 01:34:31,784 iteration 15 : loss : 0.993526, loss_ce: 1.140126
2022-03-05 01:34:35,899 iteration 16 : loss : 1.004338, loss_ce: 1.157771
2022-03-05 01:34:39,239 iteration 17 : loss : 1.042609, loss_ce: 1.226693
2022-03-05 01:34:42,653 iteration 18 : loss : 1.066247, loss_ce: 1.264170
2022-03-05 01:34:45,970 iteration 19 : loss : 1.035906, loss_ce: 1.210848
2022-03-05 01:34:50,334 iteration 20 : loss : 1.012157, loss_ce: 1.168336
2022-03-05 01:34:54,299 iteration 21 : loss : 0.983471, loss_ce: 1.119332
2022-03-05 01:34:57,607 iteration 22 : loss : 0.988313, loss_ce: 1.124109
2022-03-05 01:35:01,456 iteration 23 : loss : 0.914897, loss_ce: 1.005821
2022-03-05 01:35:05,835 iteration 24 : loss : 0.958022, loss_ce: 1.077887
2022-03-05 01:35:10,479 iteration 25 : loss : 0.945413, loss_ce: 1.053193
2022-03-05 01:35:14,022 iteration 26 : loss : 0.935471, loss_ce: 1.037833
2022-03-05 01:35:18,738 iteration 27 : loss : 0.924416, loss_ce: 1.021856
2022-03-05 01:35:23,038 iteration 28 : loss : 0.898544, loss_ce: 0.968493
2022-03-05 01:35:27,064 iteration 29 : loss : 0.884080, loss_ce: 0.941667
2022-03-05 01:35:30,412 iteration 30 : loss : 0.838669, loss_ce: 0.872103
2022-03-05 01:35:34,740 iteration 31 : loss : 0.839557, loss_ce: 0.872439
2022-03-05 01:35:39,183 iteration 32 : loss : 0.807963, loss_ce: 0.812588
2022-03-05 01:35:43,199 iteration 33 : loss : 0.803256, loss_ce: 0.798747
2022-03-05 01:35:46,731 iteration 34 : loss : 0.781138, loss_ce: 0.769524
2022-03-05 01:35:50,761 iteration 35 : loss : 0.777377, loss_ce: 0.756046
2022-03-05 01:35:55,607 iteration 36 : loss : 0.760243, loss_ce: 0.728583
2022-03-05 01:35:59,987 iteration 37 : loss : 0.761677, loss_ce: 0.725170
2022-03-05 01:36:04,281 iteration 38 : loss : 0.743612, loss_ce: 0.699321
2022-03-05 01:36:08,100 iteration 39 : loss : 0.762516, loss_ce: 0.722762
2022-03-05 01:36:11,360 iteration 40 : loss : 0.724117, loss_ce: 0.661756
2022-03-05 01:36:16,147 iteration 41 : loss : 0.710390, loss_ce: 0.651194
2022-03-05 01:36:20,128 iteration 42 : loss : 0.702514, loss_ce: 0.629410
2022-03-05 01:36:24,509 iteration 43 : loss : 0.697826, loss_ce: 0.614217
2022-03-05 01:36:28,218 iteration 44 : loss : 0.688706, loss_ce: 0.591724
2022-03-05 01:36:32,283 iteration 45 : loss : 0.672799, loss_ce: 0.582023
2022-03-05 01:36:36,855 iteration 46 : loss : 0.673569, loss_ce: 0.563163
2022-03-05 01:36:40,514 iteration 47 : loss : 0.661788, loss_ce: 0.553866
2022-03-05 01:36:43,561 iteration 48 : loss : 0.659547, loss_ce: 0.537054
2022-03-05 01:36:47,574 iteration 49 : loss : 0.650269, loss_ce: 0.529135
2022-03-05 01:36:51,135 iteration 50 : loss : 0.636669, loss_ce: 0.509452
2022-03-05 01:36:55,000 iteration 51 : loss : 0.652865, loss_ce: 0.527936
2022-03-05 01:36:58,667 iteration 52 : loss : 0.625983, loss_ce: 0.483560
2022-03-05 01:37:02,275 iteration 53 : loss : 0.616138, loss_ce: 0.469800
2022-03-05 01:37:05,907 iteration 54 : loss : 0.614596, loss_ce: 0.458164
2022-03-05 01:37:09,741 iteration 55 : loss : 0.602472, loss_ce: 0.459539
2022-03-05 01:37:13,967 iteration 56 : loss : 0.611093, loss_ce: 0.459129
