2022-02-24 22:53:45,281 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-24 22:53:45,281 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-24 22:53:45,281 ============================================================
2022-02-24 22:53:45,281 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-24 22:53:45,281 ============================================================
2022-02-24 22:53:45,281 Loading data...
2022-02-24 22:53:45,284 Already preprocessed this configuration. Loading now...
2022-02-24 22:53:45,312 Already preprocessed this configuration. Loading now...
2022-02-24 22:57:10,027 Training Images: torch.Size([240, 240, 54560])
2022-02-24 22:57:10,028 Training Labels: torch.Size([240, 240, 54560])
2022-02-24 22:57:10,028 Validation Images: torch.Size([240, 240, 12400])
2022-02-24 22:57:10,028 Validation Labels: torch.Size([240, 240, 12400])
2022-02-24 22:57:10,028 ============================================================
2022-02-24 22:57:10,073 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-02-24 22:57:15,145 iteration 1 : loss : 1.149065, loss_ce: 1.416641
2022-02-24 22:57:19,208 iteration 2 : loss : 1.092441, loss_ce: 1.313516
2022-02-24 22:57:22,830 iteration 3 : loss : 1.011778, loss_ce: 1.186248
2022-02-24 22:57:26,549 iteration 4 : loss : 0.987069, loss_ce: 1.139578
2022-02-24 22:57:30,604 iteration 5 : loss : 0.902156, loss_ce: 1.013037
2022-02-24 22:57:34,307 iteration 6 : loss : 0.893056, loss_ce: 0.997205
2022-02-24 22:57:38,208 iteration 7 : loss : 0.838934, loss_ce: 0.875545
2022-02-24 22:57:42,020 iteration 8 : loss : 0.830509, loss_ce: 0.843577
2022-02-24 22:57:45,542 iteration 9 : loss : 0.733661, loss_ce: 0.735731
2022-02-24 22:57:49,667 iteration 10 : loss : 0.726625, loss_ce: 0.703433
2022-02-24 22:57:53,736 iteration 11 : loss : 0.689379, loss_ce: 0.629471
2022-02-24 22:57:57,802 iteration 12 : loss : 0.692006, loss_ce: 0.602039
2022-02-24 22:58:01,655 iteration 13 : loss : 0.632430, loss_ce: 0.522419
2022-02-24 22:58:05,798 iteration 14 : loss : 0.614370, loss_ce: 0.471210
2022-02-24 22:58:10,117 iteration 15 : loss : 0.601733, loss_ce: 0.455874
2022-02-24 22:58:13,803 iteration 16 : loss : 0.555565, loss_ce: 0.383025
2022-02-24 22:58:17,831 iteration 17 : loss : 0.529403, loss_ce: 0.347169
2022-02-24 22:58:21,364 iteration 18 : loss : 0.578392, loss_ce: 0.392422
2022-02-24 22:58:25,719 iteration 19 : loss : 0.475253, loss_ce: 0.288489
2022-02-24 22:58:29,848 iteration 20 : loss : 0.494142, loss_ce: 0.288181
2022-02-24 22:58:34,136 iteration 21 : loss : 0.478102, loss_ce: 0.249848
2022-02-24 22:58:37,464 iteration 22 : loss : 0.443980, loss_ce: 0.213264
2022-02-24 22:58:42,019 iteration 23 : loss : 0.457732, loss_ce: 0.239419
2022-02-24 22:58:45,667 iteration 24 : loss : 0.418679, loss_ce: 0.195587
2022-02-24 22:58:50,022 iteration 25 : loss : 0.443124, loss_ce: 0.231879
2022-02-24 22:58:53,430 iteration 26 : loss : 0.431128, loss_ce: 0.164105
2022-02-24 22:58:56,964 iteration 27 : loss : 0.428926, loss_ce: 0.136724
2022-02-24 22:59:00,800 iteration 28 : loss : 0.402814, loss_ce: 0.163908
2022-02-24 22:59:04,980 iteration 29 : loss : 0.485349, loss_ce: 0.214256
2022-02-24 22:59:09,497 iteration 30 : loss : 0.432880, loss_ce: 0.155592
2022-02-24 22:59:13,224 iteration 31 : loss : 0.380179, loss_ce: 0.114894
2022-02-24 22:59:16,669 iteration 32 : loss : 0.397312, loss_ce: 0.137437
2022-02-24 22:59:20,343 iteration 33 : loss : 0.418248, loss_ce: 0.178157
2022-02-24 22:59:24,147 iteration 34 : loss : 0.354435, loss_ce: 0.134115
2022-02-24 22:59:28,469 iteration 35 : loss : 0.386838, loss_ce: 0.122620
2022-02-24 22:59:32,196 iteration 36 : loss : 0.373911, loss_ce: 0.097677
2022-02-24 22:59:36,165 iteration 37 : loss : 0.398919, loss_ce: 0.075076
2022-02-24 22:59:40,495 iteration 38 : loss : 0.348785, loss_ce: 0.073141
2022-02-24 22:59:44,362 iteration 39 : loss : 0.310879, loss_ce: 0.078765
2022-02-24 22:59:48,615 iteration 40 : loss : 0.307746, loss_ce: 0.079457
2022-02-24 22:59:52,678 iteration 41 : loss : 0.360703, loss_ce: 0.099932
2022-02-24 22:59:56,692 iteration 42 : loss : 0.418107, loss_ce: 0.102753
2022-02-24 23:00:00,719 iteration 43 : loss : 0.405682, loss_ce: 0.082354
2022-02-24 23:00:04,399 iteration 44 : loss : 0.336220, loss_ce: 0.091597
2022-02-24 23:00:08,707 iteration 45 : loss : 0.313801, loss_ce: 0.077545
2022-02-24 23:00:12,899 iteration 46 : loss : 0.365805, loss_ce: 0.056443
2022-02-24 23:00:17,110 iteration 47 : loss : 0.368675, loss_ce: 0.071818
