2022-02-25 03:33:16,126 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-25 03:33:16,127 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-25 03:33:16,127 ============================================================
2022-02-25 03:33:16,127 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-25 03:33:16,127 ============================================================
2022-02-25 03:33:16,127 Loading data...
2022-02-25 03:33:16,129 Already preprocessed this configuration. Loading now...
2022-02-25 03:33:16,158 Already preprocessed this configuration. Loading now...
2022-02-25 03:37:40,880 Training Images: torch.Size([240, 240, 54560])
2022-02-25 03:37:40,881 Training Labels: torch.Size([240, 240, 54560])
2022-02-25 03:37:40,881 Validation Images: torch.Size([240, 240, 12400])
2022-02-25 03:37:40,881 Validation Labels: torch.Size([240, 240, 12400])
2022-02-25 03:37:40,881 ============================================================
2022-02-25 03:37:40,934 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-02-25 03:37:45,478 iteration 1 : loss : 1.180346, loss_ce: 1.487437
2022-02-25 03:37:50,172 iteration 2 : loss : 1.142032, loss_ce: 1.407440
2022-02-25 03:37:55,685 iteration 3 : loss : 1.091836, loss_ce: 1.314599
2022-02-25 03:38:01,337 iteration 4 : loss : 1.040850, loss_ce: 1.233574
2022-02-25 03:38:05,953 iteration 5 : loss : 0.983716, loss_ce: 1.129072
2022-02-25 03:38:10,145 iteration 6 : loss : 0.929521, loss_ce: 1.042321
2022-02-25 03:38:15,160 iteration 7 : loss : 0.879232, loss_ce: 0.951183
2022-02-25 03:38:19,983 iteration 8 : loss : 0.872089, loss_ce: 0.918873
2022-02-25 03:38:24,163 iteration 9 : loss : 0.797612, loss_ce: 0.798652
2022-02-25 03:38:28,833 iteration 10 : loss : 0.782430, loss_ce: 0.757555
2022-02-25 03:38:34,034 iteration 11 : loss : 0.724306, loss_ce: 0.660267
2022-02-25 03:38:39,597 iteration 12 : loss : 0.699649, loss_ce: 0.612944
2022-02-25 03:38:44,558 iteration 13 : loss : 0.660446, loss_ce: 0.548531
2022-02-25 03:38:49,741 iteration 14 : loss : 0.636405, loss_ce: 0.512725
2022-02-25 03:38:54,416 iteration 15 : loss : 0.610068, loss_ce: 0.468549
2022-02-25 03:38:59,413 iteration 16 : loss : 0.580402, loss_ce: 0.410178
2022-02-25 03:39:03,654 iteration 17 : loss : 0.567257, loss_ce: 0.378553
2022-02-25 03:39:07,957 iteration 18 : loss : 0.558710, loss_ce: 0.351883
2022-02-25 03:39:12,171 iteration 19 : loss : 0.538910, loss_ce: 0.317680
2022-02-25 03:39:17,443 iteration 20 : loss : 0.517873, loss_ce: 0.278232
2022-02-25 03:39:22,304 iteration 21 : loss : 0.495568, loss_ce: 0.250376
2022-02-25 03:39:26,538 iteration 22 : loss : 0.490288, loss_ce: 0.223920
