2022-02-07 18:47:19,442 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-07 18:47:19,442 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-07 18:47:19,442 ============================================================
2022-02-07 18:47:19,443 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-07 18:47:19,443 ============================================================
2022-02-07 18:47:19,443 Loading data...
2022-02-07 18:47:19,444 Already preprocessed this configuration. Loading now...
2022-02-07 18:52:12,771 Training Images: (240, 240, 54560)
2022-02-07 18:52:12,772 Training Labels: (240, 240, 54560)
2022-02-07 18:52:12,772 Validation Images: (240, 240, 12400)
2022-02-07 18:52:12,772 Validation Labels: (240, 240, 12400)
2022-02-07 18:52:12,772 ============================================================
2022-02-07 18:52:12,800 17 iterations per epoch. 50000 max iterations 
  0%|                                          | 0/15 [00:00<?, ?it/s]EPOCH: 0
2022-02-07 18:52:14,345 iteration 1 : loss : 1.128570, loss_ce: 1.381926
2022-02-07 18:52:15,619 iteration 2 : loss : 1.091842, loss_ce: 1.310980
2022-02-07 18:52:16,878 iteration 3 : loss : 1.026757, loss_ce: 1.194133
2022-02-07 18:52:18,178 iteration 4 : loss : 0.958276, loss_ce: 1.074543
2022-02-07 18:52:19,499 iteration 5 : loss : 0.909017, loss_ce: 0.991497
2022-02-07 18:52:20,773 iteration 6 : loss : 0.861557, loss_ce: 0.917724
2022-02-07 18:52:22,028 iteration 7 : loss : 0.830231, loss_ce: 0.850929
2022-02-07 18:52:23,305 iteration 8 : loss : 0.805433, loss_ce: 0.800181
2022-02-07 18:52:24,602 iteration 9 : loss : 0.742075, loss_ce: 0.709148
2022-02-07 18:52:25,869 iteration 10 : loss : 0.717022, loss_ce: 0.646965
2022-02-07 18:52:27,119 iteration 11 : loss : 0.709200, loss_ce: 0.658278
2022-02-07 18:52:28,480 iteration 12 : loss : 0.654786, loss_ce: 0.539838
2022-02-07 18:52:29,869 iteration 13 : loss : 0.637089, loss_ce: 0.512384
2022-02-07 18:52:31,236 iteration 14 : loss : 0.667604, loss_ce: 0.553721
2022-02-07 18:52:32,570 iteration 15 : loss : 0.585378, loss_ce: 0.439071
2022-02-07 18:52:33,841 iteration 16 : loss : 0.568226, loss_ce: 0.381424
2022-02-07 18:52:35,099 iteration 17 : loss : 0.535046, loss_ce: 0.326494
2022-02-07 18:52:36,348 iteration 18 : loss : 0.510342, loss_ce: 0.307037
2022-02-07 18:52:37,627 iteration 19 : loss : 0.519072, loss_ce: 0.321688
2022-02-07 18:52:38,958 iteration 20 : loss : 0.477596, loss_ce: 0.244805
2022-02-07 18:52:40,300 iteration 21 : loss : 0.508432, loss_ce: 0.275722
2022-02-07 18:52:41,631 iteration 22 : loss : 0.481985, loss_ce: 0.210333
2022-02-07 18:52:42,864 iteration 23 : loss : 0.451217, loss_ce: 0.193130
2022-02-07 18:52:44,151 iteration 24 : loss : 0.455186, loss_ce: 0.156766
2022-02-07 18:52:45,565 iteration 25 : loss : 0.463901, loss_ce: 0.172689
2022-02-07 18:52:46,887 iteration 26 : loss : 0.446893, loss_ce: 0.159073
2022-02-07 18:52:48,251 iteration 27 : loss : 0.420564, loss_ce: 0.134698
2022-02-07 18:52:49,606 iteration 28 : loss : 0.418233, loss_ce: 0.121171
2022-02-07 18:52:50,870 iteration 29 : loss : 0.416319, loss_ce: 0.115922
