2022-03-09 12:21:05,901 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-03-09 12:21:05,915 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-03-09 12:21:05,915 ============================================================
2022-03-09 12:21:05,915 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-03-09 12:21:05,915 ============================================================
2022-03-09 12:21:05,915 Loading data...
2022-03-09 12:21:05,958 Already preprocessed this configuration. Loading now...
2022-03-09 12:21:06,434 Already preprocessed this configuration. Loading now...
2022-03-09 12:25:33,549 Training Images: torch.Size([240, 240, 54560])
2022-03-09 12:25:33,562 Training Labels: torch.Size([240, 240, 54560])
2022-03-09 12:25:33,562 Validation Images: torch.Size([240, 240, 12400])
2022-03-09 12:25:33,562 Validation Labels: torch.Size([240, 240, 12400])
2022-03-09 12:25:33,562 ============================================================
2022-03-09 12:25:33,744 9 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-03-09 12:25:36,286 iteration 1 : loss : 1.057039, loss_ce: 1.250026
2022-03-09 12:25:38,639 iteration 2 : loss : 1.022076, loss_ce: 1.185441
2022-03-09 12:25:40,496 iteration 3 : loss : 0.973394, loss_ce: 1.110215
2022-03-09 12:25:42,523 iteration 4 : loss : 0.957652, loss_ce: 1.078652
2022-03-09 12:25:44,668 iteration 5 : loss : 0.914273, loss_ce: 1.014270
2022-03-09 12:25:46,698 iteration 6 : loss : 0.890025, loss_ce: 0.981137
2022-03-09 12:25:48,544 iteration 7 : loss : 0.892305, loss_ce: 0.964938
2022-03-09 12:25:51,086 iteration 8 : loss : 0.899672, loss_ce: 0.967564
2022-03-09 12:25:53,199 iteration 9 : loss : 0.842082, loss_ce: 0.905329
2022-03-09 12:25:55,058 iteration 10 : loss : 0.836494, loss_ce: 0.881243
2022-03-09 12:25:57,086 iteration 11 : loss : 0.818648, loss_ce: 0.841777
2022-03-09 12:25:58,866 iteration 12 : loss : 0.815027, loss_ce: 0.820598
2022-03-09 12:26:00,680 iteration 13 : loss : 0.791037, loss_ce: 0.787120
2022-03-09 12:26:02,897 iteration 14 : loss : 0.781824, loss_ce: 0.763685
2022-03-09 12:26:04,921 iteration 15 : loss : 0.767682, loss_ce: 0.739856
2022-03-09 12:26:06,873 iteration 16 : loss : 0.756709, loss_ce: 0.720335
2022-03-09 12:26:09,022 iteration 17 : loss : 0.743026, loss_ce: 0.699848
2022-03-09 12:26:11,158 iteration 18 : loss : 0.749407, loss_ce: 0.699845
2022-03-09 12:26:13,611 iteration 19 : loss : 0.720653, loss_ce: 0.670094
2022-03-09 12:26:15,820 iteration 20 : loss : 0.717444, loss_ce: 0.656264
2022-03-09 12:26:17,614 iteration 21 : loss : 0.708055, loss_ce: 0.638708
2022-03-09 12:26:19,918 iteration 22 : loss : 0.692455, loss_ce: 0.618691
2022-03-09 12:26:21,870 iteration 23 : loss : 0.677859, loss_ce: 0.602250
2022-03-09 12:26:23,926 iteration 24 : loss : 0.678332, loss_ce: 0.593814
2022-03-09 12:26:25,962 iteration 25 : loss : 0.677495, loss_ce: 0.596120
2022-03-09 12:26:28,276 iteration 26 : loss : 0.664518, loss_ce: 0.556169
2022-03-09 12:26:30,512 iteration 27 : loss : 0.661655, loss_ce: 0.545159
2022-03-09 12:26:32,484 iteration 28 : loss : 0.635728, loss_ce: 0.520854
2022-03-09 12:26:34,532 iteration 29 : loss : 0.707656, loss_ce: 0.623600
2022-03-09 12:26:36,901 iteration 30 : loss : 0.653347, loss_ce: 0.529420
2022-03-09 12:26:39,464 iteration 31 : loss : 0.627427, loss_ce: 0.496277
2022-03-09 12:26:41,619 iteration 32 : loss : 0.615909, loss_ce: 0.478897
2022-03-09 12:26:43,516 iteration 33 : loss : 0.604434, loss_ce: 0.482888
2022-03-09 12:26:45,868 iteration 34 : loss : 0.577983, loss_ce: 0.454867
2022-03-09 12:26:47,962 iteration 35 : loss : 0.595349, loss_ce: 0.446841
2022-03-09 12:26:50,156 iteration 36 : loss : 0.590452, loss_ce: 0.430389
2022-03-09 12:26:52,424 iteration 37 : loss : 0.589479, loss_ce: 0.417380
2022-03-09 12:26:54,590 iteration 38 : loss : 0.577972, loss_ce: 0.404107
2022-03-09 12:26:56,983 iteration 39 : loss : 0.551492, loss_ce: 0.400427
2022-03-09 12:26:59,059 iteration 40 : loss : 0.540646, loss_ce: 0.380340
2022-03-09 12:27:01,283 iteration 41 : loss : 0.545920, loss_ce: 0.377071
2022-03-09 12:27:03,745 iteration 42 : loss : 0.565606, loss_ce: 0.369545
2022-03-09 12:27:05,751 iteration 43 : loss : 0.558671, loss_ce: 0.358171
2022-03-09 12:27:07,865 iteration 44 : loss : 0.517781, loss_ce: 0.347485
2022-03-09 12:27:10,159 iteration 45 : loss : 0.512761, loss_ce: 0.344762
2022-03-09 12:27:12,318 iteration 46 : loss : 0.540621, loss_ce: 0.325312
2022-03-09 12:27:14,307 iteration 47 : loss : 0.513410, loss_ce: 0.314793
